Geneid	Chr	Start	End	Strand	Length	hyb1/add_read_group/hyb1.sorted.bam	tar2/add_read_group/tar2.sorted.bam	inf1/add_read_group/inf1.sorted.bam	inf2/add_read_group/inf2.sorted.bam	tar3/add_read_group/tar3.sorted.bam	tar1/add_read_group/tar1.sorted.bam	hyb3/add_read_group/hyb3.sorted.bam	hyb2/add_read_group/hyb2.sorted.bam	inf3/add_read_group/inf3.sorted.bam
gene-LINF_320015500	LR812965.1	392367	393596	+	1230	767	58	2930	869	80	223	111	400	1114
gene-LINF_320015600	LR812965.1	396290	400825	+	4536	1377	26	5530	1881	67	69	178	828	1526
gene-LINF_320015700	LR812965.1	401852	403468	+	1617	6181	2017	17373	4962	3246	4540	1002	3522	7607
gene-LINF_320015800	LR812965.1	407035	408306	+	1272	1058	232	4436	1585	271	509	152	611	1401
gene-LINF_320015900	LR812965.1	410153	412588	+	2436	1623	324	4559	1271	599	1090	233	841	1745
gene-LINF_320016000	LR812965.1	413369	414034	+	666	547	113	2416	696	164	299	81	268	828
gene-LINF_320016100	LR812965.1	414680	416548	+	1869	544	16	2185	877	14	42	82	308	740
gene-LINF_320016200	LR812965.1	418307	418921	+	615	490	117	1523	668	138	480	52	244	413
gene-LINF_320016300	LR812965.1	420467	422272	+	1806	2205	720	6129	2703	895	2238	235	1133	1981
gene-LINF_320016400	LR812965.1	423923	424168	+	246	520	16	2282	820	44	38	78	317	1129
gene-LINF_320016500	LR812965.1	425502	426068	+	567	1347	559	2875	1037	759	1531	166	701	810
gene-LINF_320016600	LR812965.1	428176	433065	+	4890	2243	234	6625	2267	383	665	233	1212	2045
gene-LINF_320016700	LR812965.1	434680	437793	+	3114	2107	800	4665	1517	1499	2209	257	1120	1610
gene-LINF_320016800	LR812965.1	439205	440167	+	963	417	24	1450	440	28	36	48	217	534
gene-LINF_320016900	LR812965.1	441168	442181	+	1014	278	0	2066	633	0	0	25	139	569
gene-LINF_320017000	LR812965.1	443522	448345	+	4824	1765	198	7245	3311	309	597	244	1142	2840
gene-LINF_320017100	LR812965.1	449825	451879	+	2055	791	61	3222	1211	126	159	107	421	1072
gene-LINF_320017200	LR812965.1	453431	454348	+	918	350	1	1706	465	3	2	44	198	420
gene-LINF_320017300	LR812965.1	459110	460255	+	1146	826	174	1786	475	256	489	107	491	832
gene-LINF_320017400	LR812965.1	462043	463128	+	1086	311	79	1208	505	85	172	34	148	348
gene-LINF_320017500	LR812965.1	463888	465870	+	1983	650	111	2052	920	117	242	85	408	653
gene-LINF_320017600	LR812965.1	467071	468771	+	1701	295	0	1316	416	0	0	45	202	390
gene-LINF_320017700	LR812965.1	469506	470330	+	825	1339	489	3417	1241	659	1148	162	603	1228
gene-LINF_320017800	LR812965.1	471364	473769	+	2406	1153	196	4426	1796	293	613	103	535	1392
gene-LINF_320017900	LR812965.1	474947	477340	+	2394	1241	129	6512	2238	188	397	136	568	2434
gene-LINF_320018000	LR812965.1	478579	479790	+	1212	1044	152	2622	961	234	471	112	601	825
gene-LINF_320018100	LR812965.1	480967	483741	+	2775	1327	83	4879	1889	153	227	147	734	1442
gene-LINF_320018200	LR812965.1	485394	486644	+	1251	1040	388	2130	785	382	1097	114	594	536
gene-LINF_320018300	LR812965.1	487645	489081	+	1437	875	59	2138	660	109	180	81	421	416
gene-LINF_320018400	LR812965.1	492047	494347	+	2301	381	74	1022	409	81	184	35	220	254
gene-LINF_320018500	LR812965.1	499712	500311	+	600	881	593	2165	962	775	1025	156	558	1060
gene-LINF_320018600	LR812965.1	503462	505120	+	1659	481	10	1661	466	17	34	48	281	439
gene-LINF_320018700	LR812965.1	507800	508615	+	816	662	252	1220	437	380	679	93	361	537
gene-LINF_320018800	LR812965.1	509502	510650	+	1149	572	118	1732	625	170	218	66	287	563
gene-LINF_320018900	LR812965.1	511346	512977	+	1632	1184	75	4358	1505	120	275	121	601	1108
gene-LINF_320019000	LR812965.1	514224	516116	+	1893	836	121	3120	1130	238	380	107	463	864
gene-LINF_320019100	LR812965.1	517663	522291	+	4629	2392	550	7717	2432	956	1346	351	1279	2768
gene-LINF_320019200	LR812965.1	523072	524550	+	1479	495	64	2869	1271	107	153	64	311	729
gene-LINF_320019300	LR812965.1	528588	530666	+	2079	539	185	1201	321	214	426	76	351	400
gene-LINF_320019400	LR812965.1	534280	536652	+	2373	1608	506	3519	987	902	1374	193	818	1147
gene-LINF_320019500	LR812965.1	540476	541444	-	969	59	5	240	92	15	17	5	36	79
gene-LINF_320019600	LR812965.1	543209	545461	-	2253	649	100	1822	628	211	450	77	438	633
gene-LINF_320019700	LR812965.1	546991	552060	-	5070	603	56	1870	753	109	165	60	406	383
gene-LINF_320019800	LR812965.1	552793	554025	-	1233	295	20	1760	668	46	58	59	164	474
gene-LINF_320019900	LR812965.1	554703	556775	-	2073	702	203	2058	662	375	657	112	420	959
gene-LINF_320020000	LR812965.1	558665	562069	-	3405	707	99	2192	705	223	309	107	485	803
gene-LINF_320020100	LR812965.1	563914	564357	-	444	453	49	1545	490	83	141	57	224	760
gene-LINF_320020200	LR812965.1	565179	565664	-	486	266	22	1130	443	32	46	41	136	277
gene-LINF_320020300	LR812965.1	566520	576155	-	9636	2415	409	7947	2504	875	1160	293	1255	2545
gene-LINF_320020400	LR812965.1	578074	578913	-	840	473	59	1557	571	61	200	53	266	452
gene-LINF_320020500	LR812965.1	580040	581458	-	1419	655	220	1559	511	358	531	85	320	418
gene-LINF_320020600	LR812965.1	585838	586410	-	573	903	179	3244	861	294	550	113	377	926
gene-LINF_320020700	LR812965.1	587195	588322	-	1128	758	117	3279	1475	107	243	92	441	1034
gene-LINF_320020800	LR812965.1	589950	592100	-	2151	1717	449	4532	1614	592	1075	211	997	1328
gene-LINF_320020850	LR812965.1	595110	595889	-	780	323	17	1440	435	42	63	64	196	665
gene-LINF_320020900	LR812965.1	596785	599442	-	2658	450	4	1983	676	12	11	54	284	765
gene-LINF_320021000	LR812965.1	600850	602400	-	1551	786	0	2663	1176	0	0	89	356	748
gene-LINF_320021100	LR812965.1	603476	603946	-	471	475	0	1313	373	0	0	59	221	401
gene-LINF_320021200	LR812965.1	605322	606056	-	735	678	55	3791	1364	70	129	104	356	1167
gene-LINF_320021300	LR812965.1	610119	611324	-	1206	243	18	602	291	18	38	28	158	175
gene-LINF_320021400	LR812965.1	612440	615196	-	2757	767	56	3803	1287	115	192	94	410	1143
gene-LINF_320021500	LR812965.1	616190	618385	-	2196	739	0	2811	922	0	0	68	394	809
gene-LINF_320021600	LR812965.1	621153	622418	-	1266	868	187	2333	824	208	548	100	462	608
gene-LINF_320021650	LR812965.1	623593	626868	-	3276	362	26	1157	415	40	62	37	202	377
gene-LINF_320021700	LR812965.1	627400	629406	-	2007	755	42	3333	1280	51	90	119	460	1175
gene-LINF_320021800	LR812965.1	633381	634256	-	876	490	12	1460	493	30	23	54	314	393
gene-LINF_320021900	LR812965.1	635666	637969	-	2304	909	32	3573	1020	72	108	118	434	1215
gene-LINF_320022000	LR812965.1	639865	640617	-	753	145	0	904	353	0	0	12	76	275
gene-LINF_320022100	LR812965.1	641618	642286	-	669	1238	203	3758	1743	210	709	148	647	1262
gene-LINF_320022200	LR812965.1	644270	647032	-	2763	881	189	1814	656	296	607	93	426	563
gene-LINF_320022300	LR812965.1	648910	652404	-	3495	791	31	4296	1416	66	60	162	450	1533
gene-LINF_320022400	LR812965.1	653388	654269	-	882	441	134	1422	509	227	424	89	262	414
gene-LINF_320022500	LR812965.1	655822	656232	-	411	1533	0	5412	2654	0	0	70	573	913
gene-LINF_320022600	LR812965.1	659443	661134	-	1692	406	74	1221	378	108	151	66	260	320
gene-LINF_320022700	LR812965.1	664012	665568	-	1557	258	5	1796	553	11	5	52	165	656
gene-LINF_320022800	LR812965.1	667862	669877	-	2016	354	36	1072	413	62	99	55	198	470
gene-LINF_320022900	LR812965.1	671395	673575	-	2181	474	60	2543	815	121	193	85	268	811
gene-LINF_320023000	LR812965.1	674960	675931	-	972	568	86	1565	543	135	256	80	330	676
gene-LINF_320023100	LR812965.1	679655	680044	-	390	333	113	1021	186	190	251	39	199	454
gene-LINF_320023200	LR812965.1	681836	684169	-	2334	1885	355	5338	1193	448	916	234	940	1682
gene-LINF_320023300	LR812965.1	685959	687458	-	1500	711	5	3853	1556	7	10	59	337	1088
gene-LINF_320023400	LR812965.1	688764	690305	-	1542	1403	378	4505	1285	472	1163	194	728	1534
gene-LINF_320023500	LR812965.1	691103	691642	-	540	395	0	2434	1361	0	0	41	175	584
gene-LINF_320023600	LR812965.1	693040	694296	-	1257	328	49	1508	478	107	163	36	154	502
gene-LINF_320023700	LR812965.1	695459	696193	-	735	343	9	1306	325	9	21	51	185	542
gene-LINF_320023800	LR812965.1	697034	697495	-	462	312	36	1183	460	54	69	50	181	351
gene-LINF_320023900	LR812965.1	701973	703943	-	1971	393	40	859	241	79	94	51	199	231
gene-LINF_320024000	LR812965.1	710123	710710	-	588	1026	257	3608	1176	438	688	139	641	1049
gene-LINF_320024100	LR812965.1	712619	713245	-	627	1042	218	4083	1258	370	612	152	632	1121
gene-LINF_320024200	LR812965.1	715546	716220	-	675	688	270	2249	865	342	666	105	451	783
gene-LINF_320024300	LR812965.1	717329	719113	-	1785	1528	415	5049	1494	740	1271	216	795	1636
gene-LINF_320024400	LR812965.1	719888	721132	-	1245	380	72	1311	578	113	123	60	256	545
gene-LINF_320024500	LR812965.1	723113	724990	-	1878	443	0	2738	788	1	0	57	271	1071
gene-LINF_320024600	LR812965.1	727264	727740	-	477	232	85	1460	380	148	203	36	126	549
gene-LINF_320024700	LR812965.1	730981	733245	-	2265	235	15	880	319	14	25	35	158	160
gene-LINF_320024800	LR812965.1	736007	739678	-	3672	1054	172	4048	1458	259	429	146	662	1336
gene-LINF_320024900	LR812965.1	741327	743144	-	1818	274	0	1384	518	3	4	49	179	541
gene-LINF_320025000	LR812965.1	744925	746247	-	1323	1230	96	5109	2900	97	344	98	581	1618
gene-LINF_320025100	LR812965.1	749099	750505	-	1407	373	167	861	313	189	309	42	256	356
gene-LINF_320025200	LR812965.1	754935	757283	-	2349	1467	90	5457	2195	80	194	119	868	1419
gene-LINF_320025300	LR812965.1	758700	759671	-	972	1478	302	6396	2900	291	911	177	871	2422
gene-LINF_320025400	LR812965.1	763386	763736	-	351	64	0	339	121	0	0	5	36	98
gene-LINF_320025500	LR812965.1	766718	767551	-	834	556	134	1830	578	230	236	91	360	834
gene-LINF_320025600	LR812965.1	769144	770574	-	1431	286	0	1427	500	0	0	37	201	370
gene-LINF_320025700	LR812965.1	775609	776502	-	894	479	146	994	236	212	388	57	207	331
gene-LINF_320025800	LR812965.1	777284	777730	-	447	354	52	1462	349	57	159	40	175	795
gene-LINF_320025900	LR812965.1	778962	781157	-	2196	810	162	2546	959	216	512	73	451	756
gene-LINF_320026000	LR812965.1	782878	783240	-	363	531	22	2060	731	26	39	56	292	545
gene-LINF_320026100	LR812965.1	784523	785632	-	1110	1204	288	6709	2462	295	732	144	836	2517
gene-LINF_320026200	LR812965.1	786749	787636	-	888	594	211	1536	845	254	501	50	363	720
gene-LINF_320026300	LR812965.1	789233	789715	-	483	606	43	2091	909	93	78	84	436	1060
gene-LINF_320026400	LR812965.1	792651	793286	-	636	319	113	956	382	175	266	52	210	226
gene-LINF_320026500	LR812965.1	794776	797409	-	2634	571	11	3501	1265	31	45	58	283	1203
gene-LINF_320026600	LR812965.1	799110	799385	-	276	186	48	1295	469	71	92	36	117	606
gene-LINF_320026700	LR812965.1	800070	802283	-	2214	481	74	3164	1059	197	242	80	285	1454
gene-LINF_320026800	LR812965.1	805718	806722	-	1005	201	12	724	307	25	45	24	102	229
gene-LINF_320026900	LR812965.1	808269	809897	-	1629	282	21	1603	544	52	59	43	163	448
gene-LINF_320027000	LR812965.1	810524	811537	-	1014	470	104	2108	830	187	312	59	268	802
gene-LINF_320027100	LR812965.1	812818	815712	-	2895	484	70	1858	640	124	156	68	218	669
gene-LINF_320027200	LR812965.1	820615	823221	-	2607	455	87	1660	428	176	258	66	224	465
gene-LINF_320027300	LR812965.1	824366	825871	-	1506	525	70	1945	665	114	152	55	250	555
gene-LINF_320027400	LR812965.1	827722	828936	-	1215	705	134	2761	817	299	397	87	292	884
gene-LINF_320027500	LR812965.1	829840	830241	-	402	163	1	938	269	3	11	20	60	318
gene-LINF_320027600	LR812965.1	831864	835112	-	3249	5098	1570	9312	2400	3560	3618	710	2643	4611
gene-LINF_320027700	LR812965.1	836296	839400	-	3105	715	10	3937	1241	34	40	108	479	1136
gene-LINF_320027800	LR812965.1	839818	840243	-	426	201	0	1110	488	0	0	17	85	322
gene-LINF_320027900	LR812965.1	840856	844773	-	3918	931	207	3566	1287	506	661	123	484	1192
gene-LINF_320028000	LR812965.1	845659	847494	-	1836	190	10	596	221	29	50	25	116	215
gene-LINF_320028100	LR812965.1	848995	849696	-	702	3696	1407	7247	2089	2373	3305	592	2030	2786
gene-LINF_320028200	LR812965.1	851048	852970	-	1923	679	6	2258	809	3	12	57	423	632
gene-LINF_320028300	LR812965.1	854106	857159	-	3054	1536	432	6045	2173	668	1126	229	875	1784
gene-LINF_320028400	LR812965.1	857876	858496	-	621	344	62	1525	396	106	206	38	187	343
gene-LINF_320028500	LR812965.1	859990	864654	-	4665	1801	45	6486	1931	85	176	201	889	1808
gene-LINF_320028600	LR812965.1	865979	868300	-	2322	1238	224	4027	1202	337	669	150	593	1287
gene-LINF_320028700	LR812965.1	869221	872175	-	2955	1064	175	3322	1254	239	513	118	599	936
gene-LINF_320028800	LR812965.1	879273	880316	-	1044	115	0	275	82	1	0	14	53	46
gene-LINF_320028900	LR812965.1	888517	889080	-	564	1598	428	7387	2250	511	969	199	970	1607
gene-LINF_320029000	LR812965.1	890313	890891	-	579	271	0	1151	372	3	1	37	158	354
gene-LINF_320029100	LR812965.1	890951	893725	-	2775	1192	19	4665	1616	46	47	139	706	1548
gene-LINF_320029200	LR812965.1	895450	896304	-	855	609	219	1779	563	409	674	106	367	659
gene-LINF_320029300	LR812965.1	898982	900904	-	1923	736	69	1729	714	110	182	87	371	424
gene-LINF_320029400	LR812965.1	902918	904231	-	1314	117	1	453	154	0	1	12	86	134
gene-LINF_320029500	LR812965.1	905183	908872	-	3690	616	23	2788	970	38	83	82	315	913
gene-LINF_320029600	LR812965.1	910316	911629	-	1314	1370	303	5054	1797	562	577	190	960	1866
gene-LINF_320029700	LR812965.1	912782	913201	-	420	410	101	1149	493	184	264	50	224	366
gene-LINF_320029800	LR812965.1	916998	918014	-	1017	593	231	811	241	506	604	111	443	365
gene-LINF_320029900	LR812965.1	919170	921122	-	1953	639	126	2215	833	164	238	98	351	773
gene-LINF_320030000	LR812965.1	921935	924376	-	2442	649	166	2847	782	164	523	77	359	690
gene-LINF_320030100	LR812965.1	926347	927183	-	837	596	126	2300	921	106	321	81	286	774
gene-LINF_320030200	LR812965.1	928254	930044	-	1791	769	156	3094	969	269	309	109	404	922
gene-LINF_320030300	LR812965.1	931129	932700	-	1572	828	217	3094	1049	338	549	119	383	889
gene-LINF_320030400	LR812965.1	934389	934805	-	417	114	7	465	189	14	34	17	50	152
gene-LINF_320030500	LR812965.1	934940	935455	-	516	411	169	872	368	204	477	57	209	298
gene-LINF_320030600	LR812965.1	936078	936551	-	474	211	21	1156	345	21	32	37	143	523
gene-LINF_320030700	LR812965.1	937124	937528	-	405	143	0	1084	302	0	0	23	97	489
gene-LINF_320030800	LR812965.1	940399	946983	-	6585	1940	90	7334	2224	206	328	169	1058	1872
gene-LINF_320030900	LR812965.1	949467	952517	-	3051	376	25	1692	599	25	32	52	203	465
gene-LINF_320031000	LR812965.1	953075	954319	-	1245	619	159	1618	536	243	466	86	303	488
gene-LINF_320031100	LR812965.1	955257	956507	-	1251	983	247	3417	1387	347	671	156	479	1151
gene-LINF_320031200	LR812965.1	958045	959115	-	1071	1475	676	1885	608	1161	1593	179	766	710
gene-LINF_320031300	LR812965.1	960229	963162	-	2934	496	131	1416	519	250	452	56	244	390
gene-LINF_320031400	LR812965.1	964911	965129	-	219	126	3	537	262	12	11	19	58	290
gene-LINF_320031500	LR812965.1	967574	968029	-	456	200	0	883	255	0	0	21	123	318
gene-LINF_320031600	LR812965.1	969847	970251	-	405	298	72	667	206	136	214	28	149	272
gene-LINF_320031700	LR812965.1	970939	974811	-	3873	1209	261	4031	1278	571	762	169	679	1348
gene-LINF_320031800	LR812965.1	976079	976567	-	489	578	154	2195	763	201	430	79	309	681
gene-LINF_320031900	LR812965.1	977562	978368	-	807	356	105	969	359	202	399	40	195	263
gene-LINF_320032000	LR812965.1	979323	981320	-	1998	1143	176	4908	1766	193	481	180	641	1691
gene-LINF_320032100	LR812965.1	982521	985283	-	2763	826	32	2484	896	33	53	109	462	769
gene-LINF_320032200	LR812965.1	988687	991563	-	2877	748	59	3338	1213	106	167	93	431	1073
gene-LINF_320032300	LR812965.1	992800	994821	-	2022	1297	345	3042	878	686	1047	144	657	820
gene-LINF_320032400	LR812965.1	995866	1000704	-	4839	2237	797	5458	2130	1004	2725	219	1061	1688
gene-LINF_320032500	LR812965.1	1001888	1003144	-	1257	597	153	2915	1040	212	449	94	340	1180
gene-LINF_320032600	LR812965.1	1003781	1005958	-	2178	506	0	2587	795	1	0	77	307	737
gene-LINF_320032700	LR812965.1	1007384	1008490	-	1107	614	132	2420	795	213	363	94	324	844
gene-LINF_320032800	LR812965.1	1009861	1010259	-	399	310	11	1457	389	35	49	22	164	222
gene-LINF_320032900	LR812965.1	1011437	1013347	-	1911	534	51	1687	640	85	222	54	282	490
gene-LINF_320033000	LR812965.1	1016433	1019453	-	3021	1953	328	5844	2525	438	1127	294	1478	2032
gene-LINF_320033100	LR812965.1	1021292	1022200	-	909	627	153	1923	767	246	449	85	398	420
gene-LINF_320033200	LR812965.1	1024004	1024816	-	813	629	191	1804	644	302	749	63	317	324
gene-LINF_320033300	LR812965.1	1032277	1033476	-	1200	502	406	764	280	338	958	67	376	219
gene-LINF_320033400	LR812965.1	1035810	1041947	-	6138	1759	648	5221	1410	1243	1539	284	1062	2266
gene-LINF_320033500	LR812965.1	1042538	1043293	-	756	275	162	846	343	197	322	48	159	268
gene-LINF_320033600	LR812965.1	1046967	1048427	-	1461	3830	1101	20396	6005	1928	2611	612	2791	5886
gene-LINF_320033700	LR812965.1	1049618	1051990	-	2373	1020	413	2211	735	552	1072	176	630	906
gene-LINF_320033800	LR812965.1	1054650	1055804	-	1155	711	278	1434	462	291	884	92	448	377
gene-LINF_320033900	LR812965.1	1057238	1057642	-	405	8007	10336	12048	5169	9721	13202	1748	5014	6506
gene-LINF_320034000	LR812965.1	1058564	1061950	-	3387	837	156	3321	1245	145	479	113	493	1005
gene-LINF_320034100	LR812965.1	1063569	1063973	-	405	8655	11907	11752	4626	10402	14892	1760	4872	6095
gene-LINF_320034200	LR812965.1	1064930	1065379	-	450	450	137	1870	787	169	357	55	298	670
gene-LINF_320034300	LR812965.1	1066168	1069287	-	3120	1317	385	3925	1292	451	949	178	813	1723
gene-LINF_320034400	LR812965.1	1070363	1070746	-	384	311	155	1188	434	106	291	43	203	611
gene-LINF_320034500	LR812965.1	1072284	1076855	-	4572	1498	457	4319	1558	593	1171	172	1078	1315
gene-LINF_320034600	LR812965.1	1077995	1080613	-	2619	484	24	1812	772	46	56	74	389	609
gene-LINF_320034700	LR812965.1	1082675	1082956	-	282	102	0	560	201	0	0	15	55	219
gene-LINF_320034800	LR812965.1	1084886	1087756	-	2871	988	127	2140	866	270	473	90	586	707
gene-LINF_320034900	LR812965.1	1089846	1093106	-	3261	718	101	2550	889	186	276	82	474	1212
gene-LINF_320035000	LR812965.1	1093821	1094387	-	567	189	28	824	305	38	81	18	119	304
gene-LINF_320035100	LR812965.1	1096596	1100681	-	4086	1911	335	4639	1587	604	760	237	1170	1747
gene-LINF_320035200	LR812965.1	1102360	1103706	-	1347	1102	294	3289	1083	350	760	111	630	1241
gene-LINF_320035300	LR812965.1	1105251	1106477	-	1227	1490	844	2269	966	1278	2044	191	969	999
gene-LINF_320035400	LR812965.1	1108139	1111579	-	3441	1074	180	3548	1293	336	635	108	646	1128
gene-LINF_320035500	LR812965.1	1112490	1114202	-	1713	428	67	1739	649	125	208	72	268	571
gene-LINF_320035600	LR812965.1	1115472	1117391	-	1920	798	288	3150	1164	545	764	120	505	968
gene-LINF_320035700	LR812965.1	1119081	1121333	-	2253	911	403	1652	648	505	976	85	577	445
gene-LINF_320035800	LR812965.1	1124699	1126180	-	1482	677	103	2179	667	254	289	76	393	887
gene-LINF_320035900	LR812965.1	1127982	1129763	-	1782	399	49	802	294	85	128	26	248	250
gene-LINF_320036000	LR812965.1	1134490	1135824	-	1335	304	39	1547	637	61	100	50	173	472
gene-LINF_320036100	LR812965.1	1136700	1137575	-	876	1323	403	4946	1823	637	912	169	754	1365
gene-LINF_320036200	LR812965.1	1139914	1141770	-	1857	2002	453	5045	2061	611	1631	151	892	1450
gene-LINF_320036300	LR812965.1	1144273	1148298	-	4026	1843	323	4769	1535	636	1204	193	874	1370
gene-LINF_320036400	LR812965.1	1149796	1151979	-	2184	2024	305	6637	2121	523	726	246	953	2458
gene-LINF_320036500	LR812965.1	1152577	1154493	-	1917	729	232	1806	514	524	774	101	336	522
gene-LINF_320036600	LR812965.1	1155801	1157615	-	1815	675	163	3213	1026	474	578	99	353	1114
gene-LINF_320036700	LR812965.1	1158580	1159035	-	456	4669	1141	11758	5311	1935	1662	908	2997	5507
gene-LINF_320036800	LR812965.1	1159627	1160082	-	456	3944	1149	9412	4535	1942	1687	846	2732	4299
gene-LINF_320036900	LR812965.1	1160461	1162638	-	2178	1616	721	3351	1172	1854	1795	328	980	1358
gene-LINF_320036950	LR812965.1	1163045	1163422	-	378	891	352	2518	991	555	739	175	477	1021
gene-LINF_320037000	LR812965.1	1163713	1164282	-	570	996	389	3130	1330	709	913	177	559	1355
gene-LINF_320037050	LR812965.1	1164569	1165165	-	597	456	96	1963	793	129	253	77	270	676
gene-LINF_320037100	LR812965.1	1172408	1174687	+	2280	1989	451	6647	2197	961	1140	280	1080	2216
gene-LINF_320037200	LR812965.1	1176592	1176915	+	324	534	157	1737	681	252	336	92	384	573
gene-LINF_320037300	LR812965.1	1177678	1178130	+	453	323	0	2937	1241	0	3	43	192	843
gene-LINF_320037400	LR812965.1	1178292	1178738	+	447	503	0	2716	1361	0	0	56	262	1022
gene-LINF_320037500	LR812965.1	1179579	1180790	+	1212	1004	196	4217	1337	418	559	133	479	1368
gene-LINF_320037600	LR812965.1	1181540	1184167	+	2628	6234	1780	15532	5643	2162	5870	858	3782	5457
gene-LINF_320037700	LR812965.1	1186680	1189007	+	2328	1126	197	3480	1064	529	577	148	490	1022
gene-LINF_320037800	LR812965.1	1189694	1190683	+	990	623	38	3155	1127	46	89	49	305	1004
gene-LINF_320037900	LR812965.1	1193425	1194351	+	927	1473	558	2059	703	1076	1532	175	821	892
gene-LINF_320038000	LR812965.1	1197452	1199929	+	2478	1617	492	3097	1048	1154	1383	155	786	888
gene-LINF_320038100	LR812965.1	1201782	1205084	+	3303	744	226	1801	581	567	671	76	378	754
gene-LINF_320038200	LR812965.1	1206254	1206607	+	354	277	15	1204	522	49	58	38	193	493
gene-LINF_320038300	LR812965.1	1208527	1209897	+	1371	396	122	1508	449	249	438	66	218	566
gene-LINF_320038400	LR812965.1	1211083	1213758	+	2676	1230	221	3511	1040	447	544	170	757	1430
gene-LINF_320038500	LR812965.1	1216295	1220830	+	4536	749	70	3801	1132	129	146	85	443	1174
gene-LINF_320038600	LR812965.1	1222447	1223364	+	918	223	0	1376	483	0	0	24	146	440
gene-LINF_320038700	LR812965.1	1224119	1226998	+	2880	838	303	2818	835	436	803	103	453	929
gene-LINF_320038800	LR812965.1	1229649	1230908	+	1260	17745	34853	19064	10076	18161	31053	3105	12185	7879
gene-LINF_320038900	LR812965.1	1232532	1233971	+	1440	626	197	2194	710	244	611	95	414	839
gene-LINF_320039000	LR812965.1	1235307	1243184	+	7878	2700	275	9091	4217	451	641	279	1673	2782
gene-LINF_320039100	LR812965.1	1244999	1247452	+	2454	773	159	2771	1306	170	491	88	515	1005
gene-LINF_320039200	LR812965.1	1248885	1249382	+	498	842	143	2349	1005	261	557	73	476	802
gene-LINF_320039300	LR812965.1	1250582	1252603	+	2022	669	132	2741	1110	183	273	92	389	841
gene-LINF_320039400	LR812965.1	1253505	1256621	+	3117	941	203	4013	1648	281	512	118	676	1268
gene-LINF_320039500	LR812965.1	1258814	1262734	+	3921	1344	192	5431	2076	233	576	181	891	1751
gene-LINF_320039600	LR812965.1	1263601	1264257	+	657	1191	613	2702	1238	629	1624	153	776	908
gene-LINF_320039700	LR812965.1	1272076	1273959	+	1884	86	18	257	63	35	38	22	48	58
gene-LINF_320039800	LR812965.1	1283124	1284398	+	1275	982	388	2128	851	415	1039	124	496	701
gene-LINF_320039900	LR812965.1	1289576	1293178	+	3603	530	106	1964	684	176	260	65	290	591
gene-LINF_320040000	LR812965.1	1295290	1298610	+	3321	1198	167	3577	1201	318	399	118	669	926
gene-LINF_320040100	LR812965.1	1301894	1302733	+	840	2027	701	5242	1522	1103	2114	290	1119	1788
gene-LINF_320040200	LR812965.1	1304422	1306062	+	1641	4321	1904	8912	3145	2692	4713	686	2565	3622
gene-LINF_320040300	LR812965.1	1313906	1316410	+	2505	670	35	2160	612	70	82	75	375	543
gene-LINF_320040400	LR812965.1	1318683	1319405	+	723	1151	430	2918	931	601	1263	134	564	1033
gene-LINF_320040500	LR812965.1	1320927	1322129	+	1203	871	135	3103	1057	197	416	160	436	1084
gene-LINF_320040600	LR812965.1	1323127	1324557	+	1431	4833	2062	10271	2944	3441	5359	772	2485	4829
gene-LINF_320040700	LR812965.1	1328463	1329374	+	912	704	276	1863	698	360	874	109	511	619
gene-LINF_320040800	LR812965.1	1331457	1331801	+	345	529	179	1378	443	237	573	57	249	473
gene-LINF_320040900	LR812965.1	1332694	1336029	+	3336	1004	272	2451	830	550	748	127	619	780
gene-LINF_320041000	LR812965.1	1339352	1343308	+	3957	1514	98	4346	1363	143	299	173	859	1126
gene-LINF_320041100	LR812965.1	1345498	1347927	+	2430	1455	515	2746	750	816	1324	155	888	747
gene-LINF_320041200	LR812965.1	1349232	1351889	+	2658	1573	665	3827	1470	937	1763	185	926	1209
gene-LINF_320041300	LR812965.1	1353330	1355486	+	2157	519	57	2007	701	148	216	70	317	741
gene-LINF_320041400	LR812965.1	1356742	1358505	+	1764	1788	665	2872	761	1635	1716	255	1049	1059
gene-LINF_320041500	LR812965.1	1361836	1363650	+	1815	2115	770	6198	3161	1082	2881	213	920	1121
gene-LINF_320041600	LR812965.1	1364424	1373225	+	8802	1125	1	4099	1394	3	5	136	591	968
gene-LINF_320041700	LR812965.1	1375350	1376555	+	1206	397	41	1789	720	43	97	45	254	507
gene-LINF_320041800	LR812965.1	1378950	1381367	+	2418	831	135	3158	986	204	382	105	396	1216
gene-LINF_320041900	LR812965.1	1382603	1384750	+	2148	490	61	2642	1140	101	100	65	304	1005
gene-LINF_320042000	LR812965.1	1387542	1389218	+	1677	1192	106	3303	1197	162	283	93	665	769
gene-LINF_320042100	LR812965.1	1391250	1392188	+	939	482	82	1788	633	150	192	66	263	560
gene-LINF_320042200	LR812965.1	1393823	1395523	+	1701	706	226	2069	662	359	421	104	449	675
gene-LINF_320042300	LR812965.1	1396518	1398428	+	1911	821	98	3076	1099	219	293	128	443	1041
gene-LINF_320042400	LR812965.1	1399972	1400196	+	225	726	291	2481	757	494	434	155	444	1058
gene-LINF_320042500	LR812965.1	1401356	1403413	+	2058	833	226	2262	838	499	639	99	496	693
gene-LINF_320042600	LR812965.1	1405017	1405919	+	903	513	0	2418	898	0	1	39	280	653
