Geneid	Chr	Start	End	Strand	Length	../hyb2/mark_duplicates/hyb2.sorted.markdup.bam	../tar3/mark_duplicates/tar3.sorted.markdup.bam	../hyb1/mark_duplicates/hyb1.sorted.markdup.bam	../tar2/mark_duplicates/tar2.sorted.markdup.bam	../hyb3/mark_duplicates/hyb3.sorted.markdup.bam	../tar1/mark_duplicates/tar1.sorted.markdup.bam
gene-LINF_350039200	LR812968.1	1306005	1307648	-	1644	371	0	674	0	98	0
gene-LINF_350039300	LR812968.1	1308475	1309263	-	789	137	0	254	0	35	0
gene-LINF_350039400	LR812968.1	1310141	1311406	-	1266	335	0	646	0	96	0
gene-LINF_350039500	LR812968.1	1312543	1314573	-	2031	242	0	471	0	69	0
gene-LINF_350039600	LR812968.1	1315232	1315801	-	570	101	0	162	0	30	0
gene-LINF_350039700	LR812968.1	1316565	1318325	-	1761	125	0	287	0	34	0
gene-LINF_350039800	LR812968.1	1319723	1320076	-	354	259	0	567	0	77	0
gene-LINF_350039900	LR812968.1	1321514	1324036	-	2523	276	0	532	0	94	0
gene-LINF_350040000	LR812968.1	1325002	1326111	-	1110	201	0	364	1	89	0
gene-LINF_350040100	LR812968.1	1326999	1328597	-	1599	350	0	516	0	95	1
gene-LINF_350040200	LR812968.1	1332253	1334442	-	2190	475	0	640	1	92	0
gene-LINF_350040300	LR812968.1	1335503	1336783	-	1281	498	47	930	29	159	92
gene-LINF_350040400	LR812968.1	1337635	1338531	-	897	271	0	506	0	67	1
gene-LINF_350040500	LR812968.1	1340173	1344141	-	3969	706	0	1104	0	178	0
gene-LINF_350040600	LR812968.1	1351640	1353325	-	1686	109	0	167	0	15	0
gene-LINF_350040700	LR812968.1	1357138	1358418	-	1281	203	0	304	0	51	0
gene-LINF_350040800	LR812968.1	1359286	1359951	-	666	247	0	427	0	55	0
gene-LINF_350040900	LR812968.1	1360889	1363141	-	2253	534	0	809	0	94	0
gene-LINF_350041000	LR812968.1	1364866	1365984	-	1119	656	2	1237	0	195	0
gene-LINF_350041100	LR812968.1	1370026	1373598	-	3573	964	0	1443	0	166	0
gene-LINF_350041200	LR812968.1	1377166	1379262	-	2097	379	0	492	0	67	0
gene-LINF_350041300	LR812968.1	1381091	1383883	-	2793	488	0	797	0	132	1
gene-LINF_350041400	LR812968.1	1384657	1385820	-	1164	247	0	374	0	66	0
gene-LINF_350041500	LR812968.1	1386501	1387244	-	744	123	0	203	0	30	1
gene-LINF_350041600	LR812968.1	1389857	1390342	-	486	181	0	333	0	22	0
gene-LINF_350041700	LR812968.1	1391034	1392896	-	1863	177	0	264	0	36	0
gene-LINF_350041800	LR812968.1	1394488	1395102	-	615	75	0	168	0	13	0
gene-LINF_350041900	LR812968.1	1396041	1398623	-	2583	424	0	690	0	75	0
gene-LINF_350042000	LR812968.1	1399386	1403729	-	4344	519	4	808	1	106	0
gene-LINF_350042100	LR812968.1	1405613	1406290	-	678	172	0	263	0	31	0
gene-LINF_350042200	LR812968.1	1411598	1412359	-	762	88	0	102	0	13	0
gene-LINF_350042300	LR812968.1	1416048	1416809	-	762	563	0	671	0	118	1
gene-LINF_350042400	LR812968.1	1419496	1420173	-	678	1096	1	1223	0	248	1
gene-LINF_350042500	LR812968.1	1420954	1421979	-	1026	238	0	396	0	64	0
gene-LINF_350042600	LR812968.1	1423885	1425207	-	1323	1111	0	1792	0	229	0
gene-LINF_350042700	LR812968.1	1426492	1427883	-	1392	131	0	183	0	37	0
gene-LINF_350042800	LR812968.1	1430095	1431261	-	1167	224	0	340	0	60	1
gene-LINF_350042900	LR812968.1	1431678	1434305	-	2628	363	0	599	0	82	0
gene-LINF_350043000	LR812968.1	1435322	1435759	-	438	2861	1461	4212	1344	970	1507
gene-LINF_350043100	LR812968.1	1436729	1438684	-	1956	353	0	605	0	92	0
gene-LINF_350043200	LR812968.1	1440285	1440722	-	438	3092	1589	4445	1437	1058	1620
gene-LINF_350043300	LR812968.1	1441321	1441740	-	420	2494	230	4023	279	913	197
gene-LINF_350043400	LR812968.1	1442687	1443106	-	420	2340	222	4060	305	998	197
gene-LINF_350043500	LR812968.1	1443773	1444216	-	444	84	0	214	0	31	0
gene-LINF_350043600	LR812968.1	1444961	1445923	-	963	193	0	460	0	57	1
gene-LINF_350043700	LR812968.1	1447196	1448146	-	951	163	0	388	1	68	0
gene-LINF_350043800	LR812968.1	1449424	1450188	-	765	479	0	997	1	126	0
gene-LINF_350043900	LR812968.1	1451337	1452275	-	939	510	0	970	0	170	0
gene-LINF_350044000	LR812968.1	1454290	1456002	-	1713	642	0	1219	1	178	1
gene-LINF_350044100	LR812968.1	1457132	1458145	-	1014	198	0	457	1	60	0
gene-LINF_350044200	LR812968.1	1458963	1460297	-	1335	341	0	661	0	115	0
gene-LINF_350044300	LR812968.1	1460792	1461211	-	420	220	0	525	0	82	0
gene-LINF_350044400	LR812968.1	1461745	1462770	-	1026	326	0	569	0	116	0
gene-LINF_350044600	LR812968.1	1465550	1467964	+	2415	1149	0	1939	0	278	1
gene-LINF_350044700	LR812968.1	1468899	1470329	+	1431	334	0	644	0	76	1
gene-LINF_350044800	LR812968.1	1471350	1472120	+	771	232	1	433	0	59	0
gene-LINF_350044900	LR812968.1	1473170	1474984	+	1815	412	1	918	0	141	4
gene-LINF_350045000	LR812968.1	1476528	1483811	+	7284	1114	12	2281	4	283	19
gene-LINF_350045100	LR812968.1	1485488	1486510	+	1023	211	23	423	8	36	19
gene-LINF_350045200	LR812968.1	1490592	1492712	+	2121	243	0	502	0	66	0
gene-LINF_350045300	LR812968.1	1500113	1502488	+	2376	53	0	144	0	19	0
gene-LINF_350045400	LR812968.1	1510882	1511592	+	711	188	0	382	0	38	0
gene-LINF_350045500	LR812968.1	1513988	1518019	+	4032	643	4	1026	0	150	4
gene-LINF_350045600	LR812968.1	1519711	1520826	+	1116	287	17	574	8	66	11
gene-LINF_350045700	LR812968.1	1526550	1527734	+	1185	376	0	525	0	50	0
gene-LINF_350045800	LR812968.1	1530030	1532102	+	2073	335	1	663	0	75	0
gene-LINF_350045900	LR812968.1	1533309	1534469	+	1161	616	14	969	13	112	58
gene-LINF_350046000	LR812968.1	1535564	1535911	+	348	125	0	203	0	22	0
gene-LINF_350046100	LR812968.1	1537444	1541295	+	3852	391	0	711	0	99	0
gene-LINF_350046300	LR812968.1	1542280	1543119	+	840	660	0	1028	0	149	0
gene-LINF_350046400	LR812968.1	1544374	1545390	+	1017	608	0	987	0	179	0
gene-LINF_350046500	LR812968.1	1546645	1549965	+	3321	646	1	969	1	140	0
gene-LINF_350046600	LR812968.1	1550984	1551238	+	255	167	0	309	0	60	0
gene-LINF_350046700	LR812968.1	1552652	1553920	+	1269	389	0	551	1	66	0
gene-LINF_350046800	LR812968.1	1554756	1555376	+	621	142	0	262	0	36	0
gene-LINF_350046900	LR812968.1	1556224	1559418	+	3195	477	0	802	0	79	0
gene-LINF_350047000	LR812968.1	1560616	1562373	+	1758	262	0	316	0	50	0
gene-LINF_350047100	LR812968.1	1564840	1566597	+	1758	1039	0	1537	0	253	0
gene-LINF_350047200	LR812968.1	1573251	1574171	+	921	361	0	541	0	76	0
gene-LINF_350047300	LR812968.1	1576219	1578159	+	1941	435	0	746	0	133	0
gene-LINF_350047400	LR812968.1	1579909	1581387	+	1479	431	0	772	0	100	0
gene-LINF_350047500	LR812968.1	1582214	1583308	+	1095	144	0	281	0	45	0
gene-LINF_350047600	LR812968.1	1584161	1585942	+	1782	323	0	530	0	74	0
gene-LINF_350047700	LR812968.1	1586757	1587449	+	693	350	0	526	0	94	0
gene-LINF_350047900	LR812968.1	1621414	1623642	+	2229	105	0	193	0	13	0
gene-LINF_350048000	LR812968.1	1626664	1628466	+	1803	103	0	209	0	30	0
gene-LINF_350048100	LR812968.1	1632971	1635991	+	3021	969	0	1739	0	233	0
gene-LINF_350048200	LR812968.1	1638132	1639028	+	897	34	0	43	0	5	0
gene-LINF_350048300	LR812968.1	1648273	1649238	+	966	139	0	328	0	54	0
gene-LINF_350048400	LR812968.1	1650380	1651513	+	1134	288	0	565	0	70	0
gene-LINF_350048500	LR812968.1	1653037	1653546	+	510	236	0	453	0	65	0
gene-LINF_350048600	LR812968.1	1655441	1657891	+	2451	294	0	495	0	71	1
gene-LINF_350048700	LR812968.1	1661901	1662878	+	978	49	0	77	0	19	0
gene-LINF_350048800	LR812968.1	1670637	1671386	+	750	223	0	466	0	65	0
gene-LINF_350048900	LR812968.1	1672300	1672725	+	426	173	0	302	0	60	0
gene-LINF_350049000	LR812968.1	1673506	1675155	+	1650	257	0	506	0	75	0
gene-LINF_350049100	LR812968.1	1675698	1677605	+	1908	601	0	1164	0	164	0
gene-LINF_350049200	LR812968.1	1679022	1680050	+	1029	367	0	704	0	81	0
gene-LINF_350049300	LR812968.1	1681169	1685044	+	3876	1071	0	1892	0	271	0
gene-LINF_350049400	LR812968.1	1686393	1693304	+	6912	794	7	1303	3	227	9
gene-LINF_350049500	LR812968.1	1694325	1694669	+	345	191	0	382	0	96	0
gene-LINF_350049600	LR812968.1	1695451	1697151	+	1701	2628	55	4632	21	733	35
gene-LINF_350049700	LR812968.1	1698592	1699827	+	1236	382	0	806	0	103	0
gene-LINF_350049800	LR812968.1	1700839	1701459	+	621	333	0	526	0	58	0
gene-LINF_350049900	LR812968.1	1703968	1705521	+	1554	410	0	862	0	79	0
gene-LINF_350050000	LR812968.1	1706078	1707031	+	954	975	1	1406	0	168	0
gene-LINF_350050100	LR812968.1	1709465	1710418	+	954	1147	0	1811	0	277	0
gene-LINF_350050200	LR812968.1	1713445	1714161	+	717	105	0	184	0	27	0
gene-LINF_350050300	LR812968.1	1719738	1720532	+	795	114	0	142	0	32	0
gene-LINF_350050400	LR812968.1	1725981	1726211	+	231	203	0	405	0	64	0
gene-LINF_350050500	LR812968.1	1727235	1727834	+	600	2663	0	4276	0	882	0
gene-LINF_350050600	LR812968.1	1729223	1729795	+	573	211	0	406	0	45	0
gene-LINF_350050700	LR812968.1	1731370	1735821	+	4452	840	0	1593	0	145	0
gene-LINF_350050800	LR812968.1	1737182	1737430	+	249	121	0	225	0	47	0
gene-LINF_350050900	LR812968.1	1738142	1738837	+	696	273	0	437	0	73	0
gene-LINF_350051000	LR812968.1	1739968	1740624	+	657	181	0	462	0	53	0
gene-LINF_350051100	LR812968.1	1741566	1743722	+	2157	183	0	347	0	65	0
gene-LINF_350051200	LR812968.1	1745524	1748301	+	2778	617	0	1011	0	124	0
gene-LINF_350051300	LR812968.1	1749854	1754293	+	4440	683	1	1092	0	113	1
gene-LINF_350051400	LR812968.1	1755514	1756866	+	1353	264	0	486	0	53	0
gene-LINF_350051500	LR812968.1	1757487	1757903	+	417	144	0	269	0	31	0
gene-LINF_350051600	LR812968.1	1758461	1760137	+	1677	771	0	1378	0	205	0
gene-LINF_350051700	LR812968.1	1760866	1761924	+	1059	244	0	444	0	50	0
gene-LINF_350051800	LR812968.1	1762844	1764382	+	1539	702	0	1160	0	159	0
gene-LINF_350051900	LR812968.1	1765398	1766261	+	864	208	16	351	7	76	18
gene-LINF_350052000	LR812968.1	1766920	1767786	+	867	184	19	264	10	41	16
gene-LINF_350052100	LR812968.1	1770031	1771506	+	1476	1181	1	2222	0	293	0
gene-LINF_350052200	LR812968.1	1772971	1773315	+	345	309	1	732	0	98	0
gene-LINF_350052300	LR812968.1	1774931	1776028	+	1098	163	0	250	0	31	0
gene-LINF_350052400	LR812968.1	1777888	1779180	+	1293	260	0	403	0	69	0
gene-LINF_350052500	LR812968.1	1780071	1781840	+	1770	473	7	874	4	98	19
gene-LINF_350052600	LR812968.1	1783608	1783907	+	300	91	0	179	0	17	0
gene-LINF_350052700	LR812968.1	1785054	1785998	+	945	385	0	606	1	85	0
gene-LINF_350052800	LR812968.1	1786912	1788354	+	1443	947	0	1694	0	197	0
gene-LINF_350052900	LR812968.1	1789278	1791452	+	2175	623	0	1233	0	175	0
gene-LINF_350053000	LR812968.1	1792531	1792854	+	324	678	0	1106	0	148	0
gene-LINF_350053050	LR812968.1	1794901	1795314	+	414	126	0	276	0	46	0
gene-LINF_350053100	LR812968.1	1796052	1797101	+	1050	472	0	789	1	100	0
gene-LINF_350053200	LR812968.1	1798378	1798824	+	447	155	0	208	0	44	0
gene-LINF_350053300	LR812968.1	1800622	1801686	+	1065	1181	0	1940	0	332	0
gene-LINF_350053400	LR812968.1	1803312	1803800	+	489	96	0	165	0	22	0
gene-LINF_350053500	LR812968.1	1804517	1805179	+	663	169	0	306	0	44	0
gene-LINF_350053600	LR812968.1	1807011	1811429	+	4419	670	0	1336	1	136	0
gene-LINF_350053700	LR812968.1	1812685	1813785	+	1101	417	0	737	0	115	0
gene-LINF_350053800	LR812968.1	1816275	1817282	+	1008	342	1	515	0	92	0
gene-LINF_350053900	LR812968.1	1819007	1820176	+	1170	214	0	394	0	62	0
gene-LINF_350054000	LR812968.1	1821035	1821805	+	771	139	0	253	0	26	0
gene-LINF_350054100	LR812968.1	1825404	1826156	+	753	380	0	622	0	91	0
gene-LINF_350054200	LR812968.1	1827778	1828827	+	1050	1339	0	2764	0	441	1
gene-LINF_350054300	LR812968.1	1830244	1833246	+	3003	777	0	1415	0	181	0
gene-LINF_350054400	LR812968.1	1834402	1835550	+	1149	329	0	589	0	89	0
gene-LINF_350054500	LR812968.1	1836950	1838038	+	1089	108	0	216	0	23	0
gene-LINF_350054600	LR812968.1	1839045	1839506	+	462	173	0	341	0	36	0
gene-LINF_350054700	LR812968.1	1840611	1843337	+	2727	479	0	847	0	136	0
gene-LINF_350054800	LR812968.1	1847311	1849488	+	2178	288	0	626	0	81	0
gene-LINF_350054900	LR812968.1	1850863	1851480	+	618	453	0	798	0	145	0
gene-LINF_350055000	LR812968.1	1857237	1860305	+	3069	126	0	218	0	39	0
gene-LINF_350055100	LR812968.1	1864344	1864955	+	612	138	0	260	0	35	0
gene-LINF_350055200	LR812968.1	1865983	1867011	+	1029	238	0	406	0	56	0
gene-LINF_350055300	LR812968.1	1867928	1868236	+	309	116	0	202	0	24	0
gene-LINF_350055400	LR812968.1	1870433	1871590	+	1158	725	0	1251	0	137	0
gene-LINF_350055500	LR812968.1	1875258	1876100	+	843	35	0	46	0	5	0
gene-LINF_350055600	LR812968.1	1888788	1889966	+	1179	277	0	472	0	55	0
gene-LINF_350055700	LR812968.1	1893534	1896224	+	2691	334	0	566	0	81	0
gene-LINF_350055800	LR812968.1	1897062	1898657	+	1596	703	0	1160	0	134	0
gene-LINF_350055900	LR812968.1	1900065	1901747	+	1683	3529	22	5835	13	998	26
gene-LINF_350056000	LR812968.1	1904772	1906718	+	1947	366	0	603	0	87	0
gene-LINF_350056100	LR812968.1	1908802	1910343	+	1542	520	1	880	0	133	0
gene-LINF_350056200	LR812968.1	1912282	1912788	+	507	249	0	460	0	56	0
gene-LINF_350056300	LR812968.1	1916375	1916890	+	516	190	0	291	0	38	0
gene-LINF_350056400	LR812968.1	1918948	1920702	+	1755	278	0	539	0	78	0
gene-LINF_350056500	LR812968.1	1921448	1921678	+	231	2646	5347	4840	4479	1039	8204
gene-LINF_350056600	LR812968.1	1922601	1924826	+	2226	195	0	381	0	54	0
gene-LINF_350056700	LR812968.1	1925414	1927576	+	2163	317	1	660	0	93	0
gene-LINF_350056800	LR812968.1	1928495	1929607	+	1113	233	0	346	0	36	0
gene-LINF_350056900	LR812968.1	1930663	1931523	+	861	168	0	310	0	36	0
gene-LINF_350057000	LR812968.1	1931868	1933766	+	1899	420	0	794	0	101	3
gene-LINF_350057100	LR812968.1	1936619	1937539	+	921	305	0	553	0	59	0
gene-LINF_350057200	LR812968.1	1939244	1940494	+	1251	267	0	476	0	47	0
gene-LINF_350057300	LR812968.1	1941479	1943293	+	1815	304	0	467	0	56	2
gene-LINF_350057400	LR812968.1	1944195	1944680	+	486	63	0	127	0	18	0
gene-LINF_350057500	LR812968.1	1945729	1947162	+	1434	194	1	324	0	30	0
gene-LINF_350057600	LR812968.1	1951148	1951921	+	774	51	0	83	0	17	0
gene-LINF_350057700	LR812968.1	1957648	1959042	+	1395	319	0	594	0	86	2
gene-LINF_350057800	LR812968.1	1959675	1960631	+	957	154	0	302	0	43	0
gene-LINF_350057900	LR812968.1	1961285	1962010	+	726	164	0	349	0	51	0
gene-LINF_350058000	LR812968.1	1964228	1965040	+	813	248	0	409	0	45	0
gene-LINF_350058100	LR812968.1	1967626	1969026	+	1401	409	0	653	0	119	1
gene-LINF_350058200	LR812968.1	1969620	1969877	+	258	201	0	323	0	37	0
gene-LINF_350058300	LR812968.1	1970895	1971965	+	1071	228	0	477	0	60	0
gene-LINF_350058400	LR812968.1	1972939	1973706	+	768	151	0	333	0	41	0
gene-LINF_350058500	LR812968.1	1974496	1975071	+	576	434	13	828	7	132	11
gene-LINF_350058600	LR812968.1	1976119	1977069	+	951	275	0	446	0	71	0
gene-LINF_350058700	LR812968.1	1977812	1978936	+	1125	387	0	800	0	132	0
gene-LINF_350058800	LR812968.1	1979548	1981341	+	1794	222	0	380	0	50	0
gene-LINF_350058900	LR812968.1	1981923	1982996	+	1074	984	1	1880	0	250	0
gene-LINF_350059000	LR812968.1	1983907	1984947	+	1041	441	0	841	0	85	0
gene-LINF_350059100	LR812968.1	1985676	1986908	+	1233	196	0	358	0	49	0
gene-LINF_350059200	LR812968.1	1989721	1990938	+	1218	192	0	468	0	45	0
gene-LINF_350059300	LR812968.1	1991669	1992832	+	1164	129	0	202	0	47	0
gene-LINF_350059400	LR812968.1	1994618	1995397	+	780	92	0	126	0	21	0
gene-LINF_350059500	LR812968.1	1998339	2018213	+	19875	525	26	1069	10	148	15
gene-LINF_360005000	LR812969.1	3393	5483	-	2091	294	0	547	0	74	0
gene-LINF_360005100	LR812969.1	7757	8059	-	303	3536	85	5713	51	993	101
gene-LINF_360005200	LR812969.1	9999	10457	-	459	358	0	765	0	118	0
gene-LINF_360005300	LR812969.1	12602	13900	-	1299	582	0	1045	0	141	0
gene-LINF_360005400	LR812969.1	16039	17700	-	1662	2407	0	4242	0	606	1
gene-LINF_360005500	LR812969.1	19436	21127	-	1692	898	0	1415	0	246	0
gene-LINF_360005600	LR812969.1	21985	22953	-	969	420	0	646	0	104	1
gene-LINF_360005700	LR812969.1	23901	24668	-	768	2122	0	3910	0	710	0
gene-LINF_360005800	LR812969.1	27679	28569	-	891	589	0	851	0	135	0
gene-LINF_360005900	LR812969.1	29338	32508	-	3171	1035	0	1737	0	301	0
gene-LINF_360006000	LR812969.1	33231	35090	-	1860	784	0	1329	0	189	0
gene-LINF_360006100	LR812969.1	36275	38824	-	2550	960	0	1457	0	198	0
gene-LINF_360006200	LR812969.1	39669	40640	-	972	832	0	1271	0	164	0
gene-LINF_360006300	LR812969.1	41525	42631	-	1107	1143	0	1863	0	268	0
gene-LINF_360006400	LR812969.1	43438	45372	-	1935	1190	0	1836	0	246	0
gene-LINF_360006500	LR812969.1	47612	49069	-	1458	803	0	1298	0	207	0
gene-LINF_360006600	LR812969.1	49607	50464	-	858	548	0	895	0	144	0
gene-LINF_360006700	LR812969.1	52357	52824	-	468	502	0	1095	0	160	0
gene-LINF_360006800	LR812969.1	53431	55968	-	2538	9304	3424	14662	1333	3303	3213
gene-LINF_360006900	LR812969.1	57061	59598	-	2538	9382	3372	14993	1432	3247	3182
gene-LINF_360007000	LR812969.1	60691	63228	-	2538	9319	3292	14920	1388	3349	3211
gene-LINF_360007100	LR812969.1	64322	66859	-	2538	9511	3369	15043	1363	3399	3125
gene-LINF_360007200	LR812969.1	67441	68118	-	678	562	0	736	0	93	0
gene-LINF_360007300	LR812969.1	70866	72287	-	1422	455	0	580	0	88	0
gene-LINF_360007400	LR812969.1	73860	74648	-	789	832	1	1344	0	198	1
gene-LINF_360007500	LR812969.1	76076	76405	-	330	626	0	998	0	164	0
gene-LINF_360007600	LR812969.1	77370	78044	-	675	1005	0	1646	0	204	0
gene-LINF_360007700	LR812969.1	79360	80994	-	1635	2933	0	4666	0	730	0
gene-LINF_360007800	LR812969.1	84210	85673	-	1464	1101	0	1709	0	227	0
gene-LINF_360007900	LR812969.1	86545	88998	-	2454	487	0	734	0	92	0
gene-LINF_360008000	LR812969.1	90037	90642	-	606	235	0	422	0	61	1
gene-LINF_360008100	LR812969.1	91121	92071	-	951	392	0	575	0	94	0
gene-LINF_360008200	LR812969.1	92809	93807	-	999	517	1	825	0	114	0
gene-LINF_360008300	LR812969.1	94589	95281	-	693	538	0	814	0	119	0
gene-LINF_360008400	LR812969.1	96523	97143	-	621	886	0	1317	0	197	0
gene-LINF_360008500	LR812969.1	100012	101436	-	1425	313	2	484	0	58	0
gene-LINF_360008600	LR812969.1	102678	102869	-	192	543	0	786	0	162	0
gene-LINF_360008700	LR812969.1	104872	106383	-	1512	493	0	741	0	106	0
gene-LINF_360008800	LR812969.1	107623	108402	-	780	611	5	1135	4	127	6
gene-LINF_360008900	LR812969.1	109445	110812	-	1368	708	0	1144	0	127	0
gene-LINF_360009000	LR812969.1	111379	111840	-	462	171	0	262	0	28	0
gene-LINF_360009100	LR812969.1	115055	117046	-	1992	637	4	1072	0	196	4
gene-LINF_360009200	LR812969.1	118288	118791	-	504	64	0	158	0	10	0
gene-LINF_360009300	LR812969.1	119446	120786	-	1341	400	0	713	0	95	0
gene-LINF_360009400	LR812969.1	122288	122884	-	597	322	0	656	0	78	0
gene-LINF_360009500	LR812969.1	124022	125506	-	1485	502	1	923	0	97	0
gene-LINF_360009600	LR812969.1	127590	128129	-	540	265	0	492	0	65	0
gene-LINF_360009700	LR812969.1	130221	131669	-	1449	442	1	776	0	126	1
gene-LINF_360009800	LR812969.1	133868	135454	-	1587	302	0	575	0	71	0
gene-LINF_360009900	LR812969.1	137211	139064	-	1854	548	0	1156	0	138	0
gene-LINF_360010000	LR812969.1	140023	141342	-	1320	434	4	893	1	134	4
gene-LINF_360010100	LR812969.1	143005	143682	-	678	3634	2	6902	0	929	1
gene-LINF_360010200	LR812969.1	145518	146564	-	1047	767	0	1533	0	154	2
gene-LINF_360010300	LR812969.1	147890	149422	-	1533	929	17	2032	7	220	17
gene-LINF_360010400	LR812969.1	152882	155149	-	2268	483	0	748	0	105	0
gene-LINF_360010500	LR812969.1	155894	157228	-	1335	589	0	1060	0	177	0
gene-LINF_360010600	LR812969.1	158147	159043	-	897	1029	0	1921	0	277	0
gene-LINF_360010700	LR812969.1	159630	160055	-	426	252	0	473	0	107	0
gene-LINF_360010800	LR812969.1	161146	161778	+	633	1198	0	2030	0	349	0
gene-LINF_360010900	LR812969.1	162483	163436	+	954	920	1	1583	0	286	1
gene-LINF_360011000	LR812969.1	164186	165121	+	936	852	20	1040	13	218	26
gene-LINF_360011100	LR812969.1	165866	166612	+	747	359	0	935	0	105	0
gene-LINF_360011200	LR812969.1	167476	169716	+	2241	598	0	1672	0	250	1
gene-LINF_360011300	LR812969.1	173153	174631	+	1479	146	0	273	0	26	0
gene-LINF_360011400	LR812969.1	179001	180281	+	1281	179	0	465	0	49	0
gene-LINF_360011500	LR812969.1	182789	183433	+	645	486	1	895	0	100	2
gene-LINF_360011600	LR812969.1	185577	186035	+	459	4867	1598	9398	1811	1845	2652
gene-LINF_360011700	LR812969.1	187202	187984	+	783	474	0	950	0	110	0
gene-LINF_360011800	LR812969.1	189914	190138	+	225	715	0	1188	0	230	0
gene-LINF_360011900	LR812969.1	191819	192385	+	567	175	0	246	0	29	0
gene-LINF_360012000	LR812969.1	193284	194234	+	951	519	0	888	0	117	0
gene-LINF_360012100	LR812969.1	195598	197082	+	1485	622	0	1099	1	128	0
gene-LINF_360012200	LR812969.1	201983	202348	+	366	145	0	275	0	27	0
gene-LINF_360012300	LR812969.1	206908	208299	+	1392	1130	0	1859	0	217	0
gene-LINF_360012400	LR812969.1	210611	213463	+	2853	801	0	1238	0	162	1
gene-LINF_360012500	LR812969.1	214346	215152	+	807	313	0	513	0	74	0
gene-LINF_360012600	LR812969.1	215911	216600	+	690	464	0	730	0	96	0
gene-LINF_360012700	LR812969.1	218944	219723	+	780	624	0	843	0	104	0
gene-LINF_360012800	LR812969.1	222323	223693	+	1371	231	0	301	0	36	0
gene-LINF_360012900	LR812969.1	232666	234183	+	1518	47	0	98	0	22	0
gene-LINF_360013000	LR812969.1	250409	252040	+	1632	84	7	209	4	44	7
gene-LINF_360013100	LR812969.1	269329	273183	+	3855	929	0	1887	0	184	0
gene-LINF_360013200	LR812969.1	277137	279689	+	2553	866	0	1429	0	168	0
gene-LINF_360013300	LR812969.1	281360	282676	+	1317	711	0	1064	1	171	1
gene-LINF_360013400	LR812969.1	284608	287823	+	3216	572	0	1006	0	152	0
gene-LINF_360013500	LR812969.1	288921	289133	+	213	65	0	101	0	20	0
gene-LINF_360013600	LR812969.1	291890	293575	+	1686	511	0	866	0	109	0
gene-LINF_360013700	LR812969.1	294421	296094	+	1674	985	0	1808	0	248	2
gene-LINF_360013800	LR812969.1	296935	298314	+	1380	970	0	2013	0	332	0
gene-LINF_360013900	LR812969.1	299340	300245	+	906	338	0	568	0	95	0
gene-LINF_360014000	LR812969.1	303318	308801	+	5484	934	0	1566	0	209	0
gene-LINF_360014100	LR812969.1	312892	315252	+	2361	238	0	389	0	61	0
gene-LINF_360014200	LR812969.1	321185	323851	+	2667	546	0	983	0	135	0
gene-LINF_360014300	LR812969.1	325928	327505	+	1578	187	0	343	0	40	0
gene-LINF_360014400	LR812969.1	330685	333519	+	2835	759	3	1632	0	194	4
gene-LINF_360014500	LR812969.1	334195	334950	+	756	476	0	852	0	139	0
gene-LINF_360014600	LR812969.1	336105	336854	+	750	443	0	888	0	158	0
gene-LINF_360014700	LR812969.1	340909	343281	+	2373	1178	0	1911	0	239	0
gene-LINF_360014800	LR812969.1	352573	357264	+	4692	294	0	557	0	129	0
gene-LINF_360014900	LR812969.1	360093	361841	+	1749	836	1	1445	0	182	0
gene-LINF_360015000	LR812969.1	363174	363572	+	399	69	0	106	0	11	0
gene-LINF_360015100	LR812969.1	366952	367413	+	462	5520	611	6972	674	1684	890
gene-LINF_360015200	LR812969.1	368404	368865	+	462	4446	624	6215	647	1441	849
gene-LINF_360015300	LR812969.1	370638	383156	+	12519	2711	10	4807	2	654	10
gene-LINF_360015400	LR812969.1	386540	389290	+	2751	1073	0	1790	0	272	0
gene-LINF_360015500	LR812969.1	392674	393360	+	687	1164	0	1917	0	293	0
gene-LINF_360015600	LR812969.1	394347	394853	+	507	5346	5	8580	2	1992	4
gene-LINF_360015700	LR812969.1	395532	396038	+	507	6236	2	10371	1	2503	1
gene-LINF_360015800	LR812969.1	396969	400859	+	3891	1689	1	3249	0	462	0
gene-LINF_360015900	LR812969.1	402086	407020	+	4935	2268	0	4099	0	613	0
gene-LINF_360016000	LR812969.1	408050	409696	+	1647	3058	0	4818	0	940	0
gene-LINF_360016100	LR812969.1	411117	416144	+	5028	2125	1	3698	0	545	0
gene-LINF_360016200	LR812969.1	417552	418412	+	861	582	0	1243	0	171	0
gene-LINF_360016300	LR812969.1	419622	421385	+	1764	789	0	1453	0	207	2
gene-LINF_360016400	LR812969.1	422661	425681	+	3021	1227	0	2672	0	343	0
gene-LINF_360016500	LR812969.1	426187	426561	+	375	2227	1416	3720	1535	780	2288
gene-LINF_360016600	LR812969.1	427296	429032	+	1737	923	0	1736	0	306	0
gene-LINF_360016700	LR812969.1	430456	430917	+	462	405	1	698	0	84	0
gene-LINF_360016800	LR812969.1	431801	432175	+	375	2328	1472	4085	1519	923	2390
gene-LINF_360016900	LR812969.1	432849	434468	+	1620	408	0	791	0	79	0
gene-LINF_360017000	LR812969.1	435961	437040	+	1080	577	0	1051	0	127	0
gene-LINF_360017100	LR812969.1	438205	439572	+	1368	1035	0	1946	0	342	0
gene-LINF_360017200	LR812969.1	440688	441605	+	918	635	9	1171	14	160	19
