Geneid	Chr	Start	End	Strand	Length	hyb3/mark_duplicates/hyb3.sorted.markdup.bam	tar1/mark_duplicates/tar1.sorted.markdup.bam	inf3/mark_duplicates/inf3.sorted.markdup.bam	hyb2/mark_duplicates/hyb2.sorted.markdup.bam	tar2/mark_duplicates/tar2.sorted.markdup.bam	tar3/mark_duplicates/tar3.sorted.markdup.bam	hyb1/mark_duplicates/hyb1.sorted.markdup.bam	inf1/mark_duplicates/inf1.sorted.markdup.bam	inf2/mark_duplicates/inf2.sorted.markdup.bam
gene-LINF_240022800	LR812957.1	653752	655089	-	1338	100	0	706	433	0	0	645	1872	747
gene-LINF_240022900	LR812957.1	656329	657468	-	1140	108	0	875	427	0	0	698	2050	770
gene-LINF_240023000	LR812957.1	658284	659693	-	1410	131	1	797	605	3	9	934	2464	923
gene-LINF_240023100	LR812957.1	661292	661870	-	579	61	0	402	343	0	1	476	1172	502
gene-LINF_240023200	LR812957.1	663874	666384	-	2511	647	0	3592	3183	0	2	3335	7838	4178
gene-LINF_240023300	LR812957.1	669959	674302	-	4344	194	0	1052	1430	0	0	2098	3252	1184
gene-LINF_240023400	LR812957.1	675323	676495	-	1173	52	0	370	349	0	0	588	1371	513
gene-LINF_240023500	LR812957.1	677325	679541	-	2217	198	0	1721	595	0	0	972	3477	1285
gene-LINF_240023600	LR812957.1	680437	681249	-	813	41	0	349	165	0	0	197	827	267
gene-LINF_240023700	LR812957.1	682870	683223	-	354	168	1	717	656	0	0	1329	3344	1241
gene-LINF_240023800	LR812957.1	684998	688948	-	3951	554	0	2938	2809	0	0	4575	8102	2902
gene-LINF_240023900	LR812957.1	692551	693288	-	738	195	2	1263	823	9	11	1373	3232	1067
gene-LINF_240024000	LR812957.1	694435	694755	-	321	115	0	994	485	0	0	821	2874	1237
gene-LINF_240024100	LR812957.1	695370	696692	-	1323	78	0	614	376	0	0	619	1778	537
gene-LINF_240024200	LR812957.1	697758	699281	-	1524	149	0	879	502	0	0	843	2515	793
gene-LINF_240024300	LR812957.1	700168	700890	-	723	113	1	777	329	0	1	613	2469	773
gene-LINF_240024400	LR812957.1	701446	702282	-	837	100	0	778	418	0	0	717	2205	733
gene-LINF_240024500	LR812957.1	703338	704579	-	1242	110	0	1192	415	0	0	853	2581	771
gene-LINF_240024600	LR812957.1	704967	705038	-	72	2	0	4	3	0	0	2	4	3
gene-LINF_240024700	LR812957.1	706692	708302	-	1611	624	0	1841	3564	0	0	5420	5830	2067
gene-LINF_240024800	LR812957.1	709853	713713	-	3861	150	0	765	698	0	0	1385	2562	915
gene-LINF_240024900	LR812957.1	718948	721749	-	2802	158	0	557	926	0	0	1505	1880	727
gene-LINF_240025000	LR812957.1	732200	734176	-	1977	57	5	242	373	0	4	633	768	306
gene-LINF_240025100	LR812957.1	736232	738718	-	2487	162	0	967	481	0	0	844	2597	861
gene-LINF_240025200	LR812957.1	739235	740692	-	1458	102	0	443	326	0	0	504	1512	534
gene-LINF_240025300	LR812957.1	741197	741562	-	366	53	0	323	147	0	0	355	1050	317
gene-LINF_240025400	LR812957.1	742078	743649	-	1572	53	1	351	162	0	0	241	1130	405
gene-LINF_240025500	LR812957.1	744716	746851	-	2136	258	0	1181	1347	0	0	1976	3269	1470
gene-LINF_240025600	LR812957.1	748500	749600	-	1101	64	0	648	397	0	0	547	1760	588
gene-LINF_240025700	LR812957.1	750450	752825	-	2376	107	0	1087	582	0	0	851	3202	1447
gene-LINF_240025800	LR812957.1	753384	755918	-	2535	138	0	939	696	0	0	1006	2646	1040
gene-LINF_240025900	LR812957.1	757303	759573	-	2271	288	0	1898	972	0	0	1468	3725	1280
gene-LINF_240026000	LR812957.1	760947	761747	-	801	236	0	1668	1413	0	0	2312	5683	2668
gene-LINF_240026100	LR812957.1	762686	763744	-	1059	144	0	934	668	0	0	1242	3223	1473
gene-LINF_240026200	LR812957.1	764140	765909	-	1770	155	0	848	749	0	0	1130	2746	1212
gene-LINF_240026300	LR812957.1	766383	769652	-	3270	205	0	1287	973	0	0	1179	3701	1385
gene-LINF_240026400	LR812957.1	770573	774910	-	4338	265	0	2063	1277	0	0	1904	5179	1717
gene-LINF_240026500	LR812957.1	776266	777045	-	780	71	0	520	375	0	0	515	1345	565
gene-LINF_240026600	LR812957.1	778108	778374	-	267	58	0	423	353	0	0	540	1543	574
gene-LINF_240026650	LR812957.1	779378	779893	-	516	119	0	950	452	0	0	628	2178	845
gene-LINF_240026700	LR812957.1	781060	781491	-	432	1112	524	7557	3455	294	369	5726	14455	6369
gene-LINF_240026800	LR812957.1	783660	785675	-	2016	683	7	3703	3356	4	2	5087	11052	4361
gene-LINF_240026900	LR812957.1	787298	787960	-	663	1946	16	11079	5923	14	11	9253	19794	9230
gene-LINF_240027000	LR812957.1	788873	789535	-	663	1976	15	11177	5835	13	21	9030	19963	9332
gene-LINF_240027100	LR812957.1	790397	791533	-	1137	112	27	581	440	6	14	938	1949	750
gene-LINF_240027200	LR812957.1	792290	793222	-	933	147	0	926	597	0	0	872	2725	1038
gene-LINF_240027300	LR812957.1	796475	797980	-	1506	982	5	5512	5606	0	7	8397	13024	4112
gene-LINF_240027400	LR812957.1	798730	802326	-	3597	119	0	931	791	0	0	1460	3572	1442
gene-LINF_240027500	LR812957.1	803743	804210	-	468	85	0	535	373	0	0	666	1777	677
gene-LINF_240027600	LR812957.1	805481	806461	-	981	137	7	1006	564	3	3	857	2064	782
gene-LINF_240027700	LR812957.1	811298	811735	-	438	26	0	94	141	0	0	252	425	167
gene-LINF_240027800	LR812957.1	815042	816046	-	1005	212	0	2135	796	0	1	1468	3911	1326
gene-LINF_240027900	LR812957.1	817426	820476	-	3051	229	0	1102	869	0	0	1713	3254	1117
gene-LINF_240028000	LR812957.1	821205	825521	-	4317	309	0	1828	1115	0	0	2282	5933	1777
gene-LINF_240028100	LR812957.1	826319	827062	-	744	84	0	888	296	0	0	597	2240	739
gene-LINF_240028200	LR812957.1	827740	828480	-	741	91	0	585	321	0	0	671	1591	543
gene-LINF_240028300	LR812957.1	831815	832309	-	495	2008	392	12788	5657	489	490	8785	21384	10876
gene-LINF_240028400	LR812957.1	833048	834241	-	1194	215	0	2171	701	0	1	1253	3599	1062
gene-LINF_240028500	LR812957.1	836753	837280	-	528	290	0	3048	1501	0	2	2243	9553	3988
gene-LINF_240028600	LR812957.1	838123	839253	-	1131	192	1	1016	773	0	0	1510	2959	912
gene-LINF_240028700	LR812957.1	841585	842880	-	1296	844	1	6015	3320	0	1	5504	18344	6650
gene-LINF_240028800	LR812957.1	843467	845035	-	1569	116	1	815	331	0	2	921	3015	634
gene-LINF_240028900	LR812957.1	845714	846535	-	822	139	0	986	497	0	0	881	3613	1243
gene-LINF_240029000	LR812957.1	847471	849912	-	2442	270	0	1862	874	1	0	1819	6574	2102
gene-LINF_240029100	LR812957.1	850629	852863	-	2235	209	0	1001	694	0	0	1299	3751	1267
gene-LINF_240029200	LR812957.1	853627	854337	-	711	89	0	759	346	0	0	580	1969	894
gene-LINF_240029300	LR812957.1	854749	855240	-	492	92	1	670	307	0	0	571	2076	690
gene-LINF_240029400	LR812957.1	855942	856994	-	1053	228	0	1272	698	0	0	1307	4152	1289
gene-LINF_240029500	LR812957.1	857846	858622	-	777	194	0	755	658	0	0	1310	3243	1430
gene-LINF_240029600	LR812957.1	859859	861265	+	1407	100	1	369	240	0	0	436	1068	305
gene-LINF_250005000	LR812958.1	3927	5231	-	1305	63	0	635	203	0	0	332	1548	369
gene-LINF_250005100	LR812958.1	5871	6554	-	684	132	0	1893	427	0	0	829	6705	2315
gene-LINF_250005200	LR812958.1	6811	8526	-	1716	66	0	881	303	0	0	587	3197	1114
gene-LINF_250005300	LR812958.1	9280	13083	-	3804	188	0	1700	873	0	0	1843	6650	3269
gene-LINF_250005400	LR812958.1	13785	14300	-	516	15	0	185	110	0	0	165	707	270
gene-LINF_250005500	LR812958.1	14913	15371	-	459	76	0	882	335	0	0	452	2430	961
gene-LINF_250005600	LR812958.1	16137	16493	-	357	36	0	521	165	0	0	250	1862	846
gene-LINF_250005700	LR812958.1	17253	18146	-	894	26	0	304	153	0	0	296	1198	510
gene-LINF_250005800	LR812958.1	19821	21455	-	1635	185	0	2318	642	0	0	1335	5230	1553
gene-LINF_250005900	LR812958.1	22591	22851	-	261	63	0	519	217	0	0	365	1139	324
gene-LINF_250006000	LR812958.1	23806	24168	-	363	47	0	679	247	0	0	453	2178	938
gene-LINF_250006100	LR812958.1	27060	27275	-	216	28	0	321	131	0	0	205	873	277
gene-LINF_250006200	LR812958.1	27941	29365	-	1425	99	0	1202	377	0	1	619	3686	1453
gene-LINF_250006300	LR812958.1	32168	32944	-	777	69	0	748	295	0	0	534	2502	900
gene-LINF_250006400	LR812958.1	34340	36244	-	1905	200	0	3195	566	0	0	1133	4282	1269
gene-LINF_250006500	LR812958.1	37226	37615	-	390	47	0	468	207	0	0	328	1490	640
gene-LINF_250006600	LR812958.1	38382	40523	-	2142	82	0	814	276	0	0	484	2356	926
gene-LINF_250006700	LR812958.1	41271	41918	-	648	40	0	838	178	0	0	331	2349	696
gene-LINF_250006800	LR812958.1	43193	45652	-	2460	176	0	1839	788	0	0	1448	6232	2170
gene-LINF_250006900	LR812958.1	46629	49778	-	3150	55	0	639	279	0	0	578	2176	745
gene-LINF_250007000	LR812958.1	51557	52258	-	702	34	0	419	175	0	0	276	1144	479
gene-LINF_250007100	LR812958.1	53332	57462	-	4131	296	0	2418	1304	0	0	2514	8720	3259
gene-LINF_250007200	LR812958.1	59697	60608	-	912	20	0	206	84	0	0	226	670	208
gene-LINF_250007300	LR812958.1	62822	64963	-	2142	121	0	1220	403	0	0	869	3655	1166
gene-LINF_250007400	LR812958.1	66394	67380	-	987	106	0	854	484	0	0	1071	3435	1355
gene-LINF_250007500	LR812958.1	68197	68757	-	561	65	0	948	214	0	0	377	2359	998
gene-LINF_250007600	LR812958.1	69405	72038	-	2634	181	0	1957	625	1	0	1089	6794	2777
gene-LINF_250007700	LR812958.1	72923	73192	-	270	28	0	367	95	0	0	153	954	421
gene-LINF_250007800	LR812958.1	74218	77688	-	3471	169	0	1725	580	0	0	1118	5156	1534
gene-LINF_250007900	LR812958.1	78955	81045	-	2091	91	0	1188	372	0	0	727	3240	1088
gene-LINF_250008000	LR812958.1	84591	86345	-	1755	94	0	1039	364	0	0	738	2778	826
gene-LINF_250008100	LR812958.1	87979	89826	-	1848	76	0	633	348	0	0	685	2245	585
gene-LINF_250008200	LR812958.1	90624	90896	-	273	25	0	406	127	0	0	203	1074	375
gene-LINF_250008300	LR812958.1	91573	94821	-	3249	117	0	1206	491	0	0	959	4339	1324
gene-LINF_250008400	LR812958.1	95477	96028	-	552	69	0	713	195	0	0	330	1854	732
gene-LINF_250008500	LR812958.1	97222	99279	-	2058	75	0	709	283	0	0	538	2525	905
gene-LINF_250008600	LR812958.1	101939	102922	-	984	28	0	156	127	0	0	236	573	188
gene-LINF_250008700	LR812958.1	104778	107039	-	2262	113	0	1626	510	0	0	831	4077	1279
gene-LINF_250008800	LR812958.1	107820	108194	-	375	43	0	487	151	0	0	259	1419	468
gene-LINF_250008900	LR812958.1	109418	109957	-	540	60	0	696	224	0	0	398	2686	1013
gene-LINF_250009000	LR812958.1	110830	113382	-	2553	99	1	929	364	0	0	576	2590	979
gene-LINF_250009100	LR812958.1	114784	115389	-	606	38	0	322	120	0	0	238	1177	548
gene-LINF_250009200	LR812958.1	116272	116574	-	303	20	0	262	89	0	0	153	915	383
gene-LINF_250009300	LR812958.1	117985	118872	-	888	164	0	2326	446	0	0	947	5981	1808
gene-LINF_250009400	LR812958.1	120175	125007	-	4833	194	0	2519	693	0	1	1125	6685	1876
gene-LINF_250009500	LR812958.1	126337	129390	-	3054	208	0	1559	636	0	0	1272	4807	1347
gene-LINF_250009600	LR812958.1	130305	132416	-	2112	93	5	1075	381	2	5	652	3261	1122
gene-LINF_250009700	LR812958.1	133603	134745	-	1143	56	0	567	197	0	0	302	1581	598
gene-LINF_250009800	LR812958.1	136848	137249	-	402	26	0	392	164	0	0	276	1592	447
gene-LINF_250009900	LR812958.1	140435	143878	-	3444	151	0	1356	755	0	0	1045	3593	1213
gene-LINF_250010000	LR812958.1	146131	150651	-	4521	152	0	2090	683	0	0	1029	5886	1858
gene-LINF_250010100	LR812958.1	158721	159239	-	519	48	0	827	187	0	0	276	2370	605
gene-LINF_250010200	LR812958.1	168283	168786	-	504	38	0	545	138	0	0	204	1426	418
gene-LINF_250010300	LR812958.1	170167	171852	-	1686	28	1	236	127	0	0	190	845	442
gene-LINF_250010400	LR812958.1	173395	174117	-	723	110	0	811	483	0	0	726	2248	900
gene-LINF_250010500	LR812958.1	177588	179558	-	1971	104	0	1204	474	0	0	693	3018	1312
gene-LINF_250010600	LR812958.1	186526	187419	-	894	29	0	461	214	0	0	309	1449	402
gene-LINF_250010700	LR812958.1	188672	190702	-	2031	40	0	695	243	1	0	387	1948	982
gene-LINF_250010800	LR812958.1	191721	192314	-	594	39	1	698	184	0	0	292	1691	686
gene-LINF_250010900	LR812958.1	193211	194233	-	1023	79	0	737	374	0	0	576	3480	1527
gene-LINF_250011000	LR812958.1	195042	195614	-	573	47	0	652	227	0	1	379	1912	890
gene-LINF_250011100	LR812958.1	197134	197433	-	300	101	1	1378	335	0	1	493	2523	898
gene-LINF_250011200	LR812958.1	198344	198649	-	306	38	1	631	148	0	0	194	1598	611
gene-LINF_250011300	LR812958.1	200176	201423	-	1248	42	0	655	227	0	0	340	1777	929
gene-LINF_250011400	LR812958.1	202461	206873	-	4413	155	9	1726	650	7	8	1135	4674	1664
gene-LINF_250011500	LR812958.1	208717	213567	-	4851	158	0	2267	765	2	1	1528	5512	1208
gene-LINF_250011600	LR812958.1	214780	215685	-	906	48	0	813	206	0	0	328	2455	1117
gene-LINF_250011700	LR812958.1	216430	216918	-	489	23	0	297	76	0	0	154	765	308
gene-LINF_250011800	LR812958.1	217406	219403	-	1998	66	0	984	235	0	0	358	2186	811
gene-LINF_250011900	LR812958.1	220291	220578	-	288	47	0	595	153	0	0	224	1881	787
gene-LINF_250012000	LR812958.1	223509	225188	-	1680	50	0	567	226	0	0	360	1852	512
gene-LINF_250012200	LR812958.1	228715	233757	-	5043	126	0	1006	736	0	0	1258	2943	954
gene-LINF_250012300	LR812958.1	240325	243501	-	3177	143	0	1835	465	0	0	1049	4141	1078
gene-LINF_250012400	LR812958.1	244290	245915	-	1626	69	1	776	273	0	0	487	2858	963
gene-LINF_250012500	LR812958.1	251181	252266	-	1086	68	0	962	330	0	0	620	3156	1007
gene-LINF_250012600	LR812958.1	252708	253172	-	465	61	0	1133	222	0	0	391	3021	873
gene-LINF_250012700	LR812958.1	253627	254466	-	840	279	0	3709	896	0	0	1501	11524	4468
gene-LINF_250012800	LR812958.1	254979	255530	-	552	40	0	503	151	0	0	221	1623	553
gene-LINF_250012900	LR812958.1	257019	257519	+	501	724	0	9648	1960	0	3	2780	17320	7692
gene-LINF_250013000	LR812958.1	257912	258412	+	501	722	1	9613	1950	0	2	2785	17173	7521
gene-LINF_250013100	LR812958.1	258805	259305	+	501	653	1	8744	1827	1	0	2619	16502	6757
gene-LINF_250013200	LR812958.1	260826	264104	+	3279	132	2	1453	568	0	0	1069	6606	1811
gene-LINF_250013300	LR812958.1	266255	267475	+	1221	106	0	1344	527	0	0	937	3530	959
gene-LINF_250013400	LR812958.1	274030	275073	+	1044	28	0	441	97	0	0	247	1621	569
gene-LINF_250013500	LR812958.1	275776	277041	+	1266	68	0	604	362	0	0	518	2661	963
gene-LINF_250013600	LR812958.1	279888	280808	+	921	16	0	211	87	0	0	201	735	258
gene-LINF_250013700	LR812958.1	284945	288451	+	3507	52	0	671	282	0	0	484	2151	664
gene-LINF_250013800	LR812958.1	288943	289674	+	732	83	0	990	380	0	0	545	3595	1522
gene-LINF_250013900	LR812958.1	293783	296848	+	3066	73	1	667	366	2	0	565	1799	588
gene-LINF_250014000	LR812958.1	298902	299285	+	384	69	44	1367	277	28	16	475	3330	1234
gene-LINF_250014100	LR812958.1	302391	305519	+	3129	76	0	588	298	0	0	473	1840	557
gene-LINF_250014200	LR812958.1	308043	309179	+	1137	21	0	181	113	0	0	185	550	206
gene-LINF_250014300	LR812958.1	314019	317441	+	3423	55	0	885	325	0	0	434	2590	960
gene-LINF_250014400	LR812958.1	318238	321564	+	3327	71	0	886	370	0	0	577	3081	977
gene-LINF_250014500	LR812958.1	326174	327052	+	879	33	0	555	224	0	0	340	1797	1088
gene-LINF_250014600	LR812958.1	328475	332473	+	3999	120	0	1544	478	0	0	753	4113	1318
gene-LINF_250014700	LR812958.1	333223	333993	+	771	86	0	1088	309	0	0	440	2466	974
gene-LINF_250014800	LR812958.1	334737	335759	+	1023	72	0	1273	344	0	0	491	3343	1529
gene-LINF_250014900	LR812958.1	336423	336956	+	534	881	0	9540	2903	0	1	4554	18582	7194
gene-LINF_250015000	LR812958.1	339360	341918	+	2559	43	0	770	208	0	0	331	1689	703
gene-LINF_250015100	LR812958.1	343789	344577	+	789	24	0	336	140	0	0	256	1170	557
gene-LINF_250015200	LR812958.1	345184	346956	+	1773	60	0	675	278	0	0	475	2166	730
gene-LINF_250015300	LR812958.1	347718	348536	+	819	22	0	300	139	0	0	147	750	337
gene-LINF_250015400	LR812958.1	348604	349041	+	438	11	1	178	58	0	0	104	442	140
gene-LINF_250015500	LR812958.1	350011	351354	+	1344	80	7	1344	444	4	13	703	3642	1182
gene-LINF_250015600	LR812958.1	352459	356136	+	3678	105	0	1512	365	0	0	489	3830	1509
gene-LINF_250015700	LR812958.1	357256	371364	+	14109	389	13	4966	1534	3	9	2693	13634	4916
gene-LINF_250015800	LR812958.1	374857	375345	+	489	24	0	271	119	0	1	196	639	167
gene-LINF_250015900	LR812958.1	376522	378852	+	2331	196	0	2135	1174	0	0	2206	9797	4464
gene-LINF_250016000	LR812958.1	381306	382601	+	1296	40	0	613	219	0	0	322	1769	507
gene-LINF_250016100	LR812958.1	383792	384001	+	210	64	0	796	237	0	0	421	2015	776
gene-LINF_250016200	LR812958.1	385501	386793	+	1293	44	6	737	193	6	8	382	2112	640
gene-LINF_250016300	LR812958.1	387569	387880	+	312	12	0	213	68	0	0	103	661	269
gene-LINF_250016400	LR812958.1	389281	391593	+	2313	79	0	797	352	0	0	618	2683	1001
gene-LINF_250016500	LR812958.1	393575	395773	+	2199	73	0	752	353	0	0	544	2528	888
gene-LINF_250016600	LR812958.1	396754	397323	+	570	54	0	769	211	0	0	294	2180	583
gene-LINF_250016700	LR812958.1	398778	401333	+	2556	230	0	2502	1012	0	1	1615	7677	2365
gene-LINF_250016800	LR812958.1	404679	407255	+	2577	147	0	1715	716	0	0	1405	5981	1873
gene-LINF_250016900	LR812958.1	409315	410661	+	1347	106	0	1055	528	0	0	993	2848	871
gene-LINF_250017000	LR812958.1	413121	414362	-	1242	252	1	2842	1096	0	0	1851	4974	1629
gene-LINF_250017100	LR812958.1	416382	417572	-	1191	113	2	992	434	2	5	796	2998	922
gene-LINF_250017200	LR812958.1	418910	438502	-	19593	283	1	3034	972	0	0	1765	8405	2625
gene-LINF_250017300	LR812958.1	441935	443434	-	1500	215	0	2906	802	1	0	1214	6934	1815
gene-LINF_250017400	LR812958.1	445741	446238	-	498	227	0	2320	836	2	1	1205	4657	1236
gene-LINF_250017500	LR812958.1	447687	449318	-	1632	58	0	716	255	0	0	453	2499	904
gene-LINF_250017600	LR812958.1	451989	452591	-	603	33	0	383	131	0	0	191	1068	374
gene-LINF_250017700	LR812958.1	452600	453340	-	741	44	0	556	243	0	0	343	1713	567
gene-LINF_250017800	LR812958.1	454532	455974	-	1443	91	0	747	453	0	0	608	2797	889
gene-LINF_250017900	LR812958.1	457994	459571	-	1578	538	622	6641	1756	243	475	2820	9390	2823
gene-LINF_250018000	LR812958.1	461352	462929	-	1578	591	616	6313	1719	248	430	2689	9429	2947
gene-LINF_250018100	LR812958.1	463815	464177	-	363	609	468	7208	1920	290	336	2943	13251	6354
gene-LINF_250018200	LR812958.1	464865	467387	-	2523	99	0	881	373	0	0	605	2992	1007
gene-LINF_250018300	LR812958.1	468651	471857	-	3207	145	1	1111	669	0	0	1343	4624	1384
gene-LINF_250018400	LR812958.1	472424	474259	-	1836	58	0	603	253	0	0	420	1818	831
gene-LINF_250018450	LR812958.1	475234	481458	-	6225	85	0	1050	462	0	0	639	3884	1124
gene-LINF_250018500	LR812958.1	482100	487760	-	5661	124	0	1484	536	0	1	769	4753	1671
gene-LINF_250018700	LR812958.1	488681	495610	-	6930	124	1	1402	637	0	0	879	4568	1756
gene-LINF_250018800	LR812958.1	498152	499678	-	1527	44	0	638	277	0	0	514	2061	735
gene-LINF_250018900	LR812958.1	500796	503996	-	3201	96	1	1294	460	0	0	742	4194	1536
gene-LINF_250019000	LR812958.1	504894	506177	-	1284	38	1	825	329	2	1	362	2050	742
gene-LINF_250019100	LR812958.1	507111	509090	-	1980	89	0	1364	364	0	0	483	2995	1047
gene-LINF_250019200	LR812958.1	510599	511366	-	768	35	0	379	166	0	0	267	1112	521
gene-LINF_250019300	LR812958.1	512446	512700	-	255	27	0	498	173	0	0	264	978	339
gene-LINF_250019400	LR812958.1	513889	514842	-	954	86	52	1213	466	35	49	686	2957	1153
gene-LINF_250019500	LR812958.1	517092	519209	-	2118	50	0	790	248	0	0	348	2238	769
gene-LINF_250019600	LR812958.1	520364	523411	-	3048	147	0	1811	802	0	1	1183	4252	1371
gene-LINF_250019700	LR812958.1	524416	532206	-	7791	144	0	2187	804	1	0	1429	6241	2518
gene-LINF_250019800	LR812958.1	533020	535920	-	2901	39	0	738	201	0	0	404	1835	567
gene-LINF_250019900	LR812958.1	537625	539046	-	1422	52	11	757	253	4	3	536	2818	931
gene-LINF_250020000	LR812958.1	540123	540833	-	711	21	0	604	106	0	0	230	1354	431
gene-LINF_250020100	LR812958.1	541750	542550	-	801	55	0	789	167	0	0	305	1684	498
gene-LINF_250020200	LR812958.1	544021	545208	-	1188	45	1	642	186	0	0	329	1676	560
gene-LINF_250020300	LR812958.1	546494	548269	-	1776	44	0	667	127	0	0	312	1727	579
gene-LINF_250020400	LR812958.1	550317	550967	-	651	211	46	2796	946	24	64	1548	5450	1612
gene-LINF_250020500	LR812958.1	552467	553930	-	1464	99	0	1432	390	0	0	865	4222	1484
gene-LINF_250020600	LR812958.1	554702	556231	-	1530	50	0	718	218	0	0	396	1756	609
gene-LINF_250020700	LR812958.1	561908	562696	-	789	7	0	53	35	0	0	55	345	100
gene-LINF_250020800	LR812958.1	565409	565669	-	261	37	0	563	167	0	0	310	2202	646
gene-LINF_250020900	LR812958.1	566943	567716	-	774	63	0	994	239	0	0	379	2134	689
gene-LINF_250021000	LR812958.1	568296	569615	-	1320	54	0	618	187	0	0	317	1548	502
gene-LINF_250021100	LR812958.1	570197	572518	-	2322	115	0	1830	448	2	0	978	5676	2241
gene-LINF_250021200	LR812958.1	573739	574668	-	930	43	0	641	157	0	0	239	1312	558
gene-LINF_250021300	LR812958.1	580805	582925	-	2121	74	0	571	428	0	0	817	2348	2018
gene-LINF_250021400	LR812958.1	584048	587800	-	3753	85	0	760	483	0	0	717	2738	971
gene-LINF_250021500	LR812958.1	588634	590760	-	2127	76	0	623	337	0	0	622	2579	903
gene-LINF_250021600	LR812958.1	591410	593053	-	1644	49	0	728	271	0	0	479	2090	721
gene-LINF_250021700	LR812958.1	595232	598054	-	2823	98	2	1033	514	1	0	1017	4034	1364
gene-LINF_250021800	LR812958.1	598830	600620	-	1791	65	0	613	308	0	0	562	2072	782
gene-LINF_250021900	LR812958.1	601518	603758	-	2241	131	0	1419	498	0	1	807	3496	1180
gene-LINF_250022000	LR812958.1	612567	612875	-	309	35	0	449	111	0	0	266	1297	416
gene-LINF_250022100	LR812958.1	614612	617203	-	2592	121	0	1003	581	1	2	1118	3874	1406
gene-LINF_250022200	LR812958.1	619119	626015	-	6897	205	31	1737	928	18	22	1783	6048	2171
gene-LINF_250022300	LR812958.1	629637	631193	-	1557	166	1	976	706	0	0	1310	4059	1345
gene-LINF_250022400	LR812958.1	632357	635863	-	3507	101	0	911	370	0	0	654	2367	695
gene-LINF_250022500	LR812958.1	637278	640784	-	3507	123	21	1980	585	7	4	984	6019	2488
gene-LINF_250022600	LR812958.1	641921	642901	-	981	227	0	2666	772	0	0	1412	5956	1750
gene-LINF_250022700	LR812958.1	644154	644591	-	438	239	0	3121	579	0	0	1007	5342	1629
gene-LINF_250022800	LR812958.1	646369	648204	-	1836	90	0	893	429	0	0	812	2848	1021
gene-LINF_250022900	LR812958.1	649486	650808	-	1323	113	39	1121	379	17	25	757	3281	903
gene-LINF_250023000	LR812958.1	651485	651745	-	261	34	0	395	106	0	0	212	1098	536
gene-LINF_250023100	LR812958.1	652501	653202	-	702	81	0	984	267	0	0	537	2915	903
gene-LINF_250023200	LR812958.1	654306	657188	-	2883	147	0	1650	493	0	1	1047	5150	1800
gene-LINF_250023300	LR812958.1	658074	658679	-	606	45	1	888	161	0	1	257	2002	758
gene-LINF_250023400	LR812958.1	660064	665814	-	5751	174	0	1661	759	0	0	1441	6019	2099
gene-LINF_250023500	LR812958.1	666836	667672	-	837	38	0	384	133	0	0	200	1333	632
gene-LINF_250023600	LR812958.1	669289	672771	-	3483	94	0	723	572	0	0	940	3304	1481
gene-LINF_250023700	LR812958.1	673453	673848	-	396	56	0	633	187	0	0	375	1840	777
gene-LINF_250023800	LR812958.1	676534	677586	-	1053	218	2	2335	781	0	2	1190	5085	1684
gene-LINF_250023900	LR812958.1	678637	683349	-	4713	170	0	1611	698	0	0	1102	5012	1545
gene-LINF_250024000	LR812958.1	684526	685488	-	963	33	0	420	146	0	0	231	1585	509
gene-LINF_250024100	LR812958.1	686538	687461	-	924	71	0	572	332	0	0	453	1622	616
gene-LINF_250024200	LR812958.1	689603	690031	-	429	178	1	697	1025	0	0	1797	3637	1097
gene-LINF_250024300	LR812958.1	690724	692229	-	1506	128	0	935	485	0	0	701	2549	837
gene-LINF_250024400	LR812958.1	695056	695976	-	921	339	0	3867	1423	0	3	2071	11051	3280
gene-LINF_250024600	LR812958.1	696782	699379	-	2598	67	0	1305	253	1	0	448	2768	800
gene-LINF_250024700	LR812958.1	700486	701388	-	903	34	0	486	176	0	0	325	1752	629
gene-LINF_250024800	LR812958.1	702149	705247	-	3099	105	0	1076	458	0	0	632	2684	1032
gene-LINF_250024900	LR812958.1	706847	707695	-	849	63	0	721	219	0	0	419	1912	580
gene-LINF_250025000	LR812958.1	710184	712727	-	2544	165	0	2108	1165	0	0	1941	7667	2975
gene-LINF_250025100	LR812958.1	714610	717606	-	2997	142	36	1070	822	9	28	1121	3418	1304
gene-LINF_250025200	LR812958.1	720214	722118	-	1905	108	85	1782	734	43	99	1146	4576	1709
gene-LINF_250025300	LR812958.1	723169	724734	-	1566	71	0	928	339	0	0	502	2864	1183
gene-LINF_250025400	LR812958.1	725427	726734	-	1308	84	0	1087	378	0	1	624	2372	901
gene-LINF_250025600	LR812958.1	729042	729779	-	738	34	0	463	139	0	0	183	1217	575
gene-LINF_250025700	LR812958.1	730783	731202	-	420	49	0	512	263	0	0	321	1926	889
gene-LINF_250025800	LR812958.1	732147	732809	-	663	48	1	627	189	0	0	299	1812	911
gene-LINF_250025900	LR812958.1	733489	734661	-	1173	84	0	810	477	1	0	554	2136	813
gene-LINF_250026000	LR812958.1	735012	736052	-	1041	71	0	652	352	0	0	545	2146	883
gene-LINF_250026100	LR812958.1	736820	738304	-	1485	73	0	1552	401	0	0	624	3765	1859
gene-LINF_250026200	LR812958.1	739024	739719	-	696	28	0	591	155	0	0	241	1631	653
gene-LINF_250026300	LR812958.1	740126	742117	-	1992	55	0	730	259	0	0	373	2077	796
