# Program:featureCounts v2.0.1; Command:"/usr/local/anaconda/bin/featureCounts" "-a" "../../tarinf.gff" "../hyb.sorted.bam" "-o" "test.out" "-g" "ID" "-t" "gene" "-M" "-p" "-O" 
Geneid	Chr	Start	End	Strand	Length	../hyb.sorted.bam
gene-LINF_250012300	LR812958.1	240325	243501	-	3177	502
gene-LINF_250012400	LR812958.1	244290	245915	-	1626	284
gene-LINF_250012500	LR812958.1	251181	252266	-	1086	188
gene-LINF_250012600	LR812958.1	252708	253172	-	465	100
gene-LINF_250012700	LR812958.1	253627	254466	-	840	137
gene-LINF_250012800	LR812958.1	254979	255530	-	552	116
gene-LINF_250012900	LR812958.1	257019	257519	+	501	93
gene-LINF_250013000	LR812958.1	257912	258412	+	501	101
gene-LINF_250013100	LR812958.1	258805	259305	+	501	103
gene-LINF_250013200	LR812958.1	260826	264104	+	3279	425
gene-LINF_250013300	LR812958.1	266255	267475	+	1221	193
gene-LINF_250013400	LR812958.1	274030	275073	+	1044	157
gene-LINF_250013500	LR812958.1	275776	277041	+	1266	203
gene-LINF_250013600	LR812958.1	279888	280808	+	921	161
gene-LINF_250013700	LR812958.1	284945	288451	+	3507	487
gene-LINF_250013800	LR812958.1	288943	289674	+	732	149
gene-LINF_250013900	LR812958.1	293783	296848	+	3066	481
gene-LINF_250014000	LR812958.1	298902	299285	+	384	85
gene-LINF_250014100	LR812958.1	302391	305519	+	3129	465
gene-LINF_250014200	LR812958.1	308043	309179	+	1137	187
gene-LINF_250014300	LR812958.1	314019	317441	+	3423	531
gene-LINF_250014400	LR812958.1	318238	321564	+	3327	519
gene-LINF_250014500	LR812958.1	326174	327052	+	879	163
gene-LINF_250014600	LR812958.1	328475	332473	+	3999	622
gene-LINF_250014700	LR812958.1	333223	333993	+	771	159
gene-LINF_250014800	LR812958.1	334737	335759	+	1023	179
gene-LINF_250014900	LR812958.1	336423	336956	+	534	112
gene-LINF_250015000	LR812958.1	339360	341918	+	2559	396
gene-LINF_250015100	LR812958.1	343789	344577	+	789	133
gene-LINF_250015200	LR812958.1	345184	346956	+	1773	330
gene-LINF_250015300	LR812958.1	347718	348536	+	819	188
gene-LINF_250015400	LR812958.1	348604	349041	+	438	116
gene-LINF_250015500	LR812958.1	350011	351354	+	1344	217
gene-LINF_250015600	LR812958.1	352459	356136	+	3678	593
gene-LINF_250015700	LR812958.1	357256	371364	+	14109	2029
gene-LINF_250015800	LR812958.1	374857	375345	+	489	109
gene-LINF_250015900	LR812958.1	376522	378852	+	2331	328
gene-LINF_250016000	LR812958.1	381306	382601	+	1296	231
gene-LINF_250016100	LR812958.1	383792	384001	+	210	64
gene-LINF_250016200	LR812958.1	385501	386793	+	1293	231
gene-LINF_250016300	LR812958.1	387569	387880	+	312	60
gene-LINF_250016400	LR812958.1	389281	391593	+	2313	362
gene-LINF_250016500	LR812958.1	393575	395773	+	2199	305
gene-LINF_250016600	LR812958.1	396754	397323	+	570	137
gene-LINF_250016700	LR812958.1	398778	401333	+	2556	371
gene-LINF_250016800	LR812958.1	404679	407255	+	2577	455
gene-LINF_250016900	LR812958.1	409315	410661	+	1347	214
gene-LINF_250017000	LR812958.1	413121	414362	-	1242	192
gene-LINF_250017100	LR812958.1	416382	417572	-	1191	205
gene-LINF_250017200	LR812958.1	418910	438502	-	19593	2988
gene-LINF_250017300	LR812958.1	441935	443434	-	1500	222
gene-LINF_250017400	LR812958.1	445741	446238	-	498	119
gene-LINF_250017500	LR812958.1	447687	449318	-	1632	330
gene-LINF_250017600	LR812958.1	451989	452591	-	603	119
gene-LINF_250017700	LR812958.1	452600	453340	-	741	154
gene-LINF_250017800	LR812958.1	454532	455974	-	1443	221
gene-LINF_250017900	LR812958.1	457994	459571	-	1578	255
gene-LINF_250018000	LR812958.1	461352	462929	-	1578	262
gene-LINF_250018100	LR812958.1	463815	464177	-	363	83
gene-LINF_250018200	LR812958.1	464865	467387	-	2523	405
gene-LINF_250018300	LR812958.1	468651	471857	-	3207	497
gene-LINF_250018400	LR812958.1	472424	474259	-	1836	327
gene-LINF_250018450	LR812958.1	475234	481458	-	6225	979
gene-LINF_250018500	LR812958.1	482100	487760	-	5661	890
gene-LINF_250018700	LR812958.1	488681	495610	-	6930	1058
gene-LINF_250018800	LR812958.1	498152	499678	-	1527	292
gene-LINF_250018900	LR812958.1	500796	503996	-	3201	529
gene-LINF_250019000	LR812958.1	504894	506177	-	1284	188
gene-LINF_250019100	LR812958.1	507111	509090	-	1980	347
gene-LINF_250019200	LR812958.1	510599	511366	-	768	178
gene-LINF_250019300	LR812958.1	512446	512700	-	255	80
gene-LINF_250019400	LR812958.1	513889	514842	-	954	202
gene-LINF_250019500	LR812958.1	517092	519209	-	2118	369
gene-LINF_250019600	LR812958.1	520364	523411	-	3048	461
gene-LINF_250019700	LR812958.1	524416	532206	-	7791	1223
gene-LINF_250019800	LR812958.1	533020	535920	-	2901	467
gene-LINF_250019900	LR812958.1	537625	539046	-	1422	271
gene-LINF_250020000	LR812958.1	540123	540833	-	711	136
gene-LINF_250020100	LR812958.1	541750	542550	-	801	152
gene-LINF_250020200	LR812958.1	544021	545208	-	1188	214
gene-LINF_250020300	LR812958.1	546494	548269	-	1776	252
gene-LINF_250020400	LR812958.1	550317	550967	-	651	122
gene-LINF_250020500	LR812958.1	552467	553930	-	1464	259
gene-LINF_250020600	LR812958.1	554702	556231	-	1530	249
gene-LINF_250020700	LR812958.1	561908	562696	-	789	147
gene-LINF_250020800	LR812958.1	565409	565669	-	261	86
gene-LINF_250020900	LR812958.1	566943	567716	-	774	138
gene-LINF_250021000	LR812958.1	568296	569615	-	1320	220
gene-LINF_250021100	LR812958.1	570197	572518	-	2322	332
gene-LINF_250021200	LR812958.1	573739	574668	-	930	155
gene-LINF_250021300	LR812958.1	580805	582925	-	2121	345
gene-LINF_250021400	LR812958.1	584048	587800	-	3753	609
gene-LINF_250021500	LR812958.1	588634	590760	-	2127	331
gene-LINF_250021600	LR812958.1	591410	593053	-	1644	307
gene-LINF_250021700	LR812958.1	595232	598054	-	2823	444
gene-LINF_250021800	LR812958.1	598830	600620	-	1791	317
gene-LINF_250021900	LR812958.1	601518	603758	-	2241	346
gene-LINF_250022000	LR812958.1	612567	612875	-	309	108
gene-LINF_250022100	LR812958.1	614612	617203	-	2592	399
gene-LINF_250022200	LR812958.1	619119	626015	-	6897	991
gene-LINF_250022300	LR812958.1	629637	631193	-	1557	260
gene-LINF_250022400	LR812958.1	632357	635863	-	3507	508
gene-LINF_250022500	LR812958.1	637278	640784	-	3507	533
gene-LINF_250022600	LR812958.1	641921	642901	-	981	183
gene-LINF_250022700	LR812958.1	644154	644591	-	438	90
gene-LINF_250022800	LR812958.1	646369	648204	-	1836	325
gene-LINF_250022900	LR812958.1	649486	650808	-	1323	241
gene-LINF_250023000	LR812958.1	651485	651745	-	261	82
gene-LINF_250023100	LR812958.1	652501	653202	-	702	148
gene-LINF_250023200	LR812958.1	654306	657188	-	2883	484
gene-LINF_250023300	LR812958.1	658074	658679	-	606	153
gene-LINF_250023400	LR812958.1	660064	665814	-	5751	905
gene-LINF_250023500	LR812958.1	666836	667672	-	837	145
gene-LINF_250023600	LR812958.1	669289	672771	-	3483	552
gene-LINF_250023700	LR812958.1	673453	673848	-	396	105
gene-LINF_250023800	LR812958.1	676534	677586	-	1053	183
gene-LINF_250023900	LR812958.1	678637	683349	-	4713	740
gene-LINF_250024000	LR812958.1	684526	685488	-	963	195
gene-LINF_250024100	LR812958.1	686538	687461	-	924	154
gene-LINF_250024200	LR812958.1	689603	690031	-	429	103
gene-LINF_250024300	LR812958.1	690724	692229	-	1506	273
gene-LINF_250024400	LR812958.1	695056	695976	-	921	149
gene-LINF_250024600	LR812958.1	696782	699379	-	2598	388
gene-LINF_250024700	LR812958.1	700486	701388	-	903	161
gene-LINF_250024800	LR812958.1	702149	705247	-	3099	483
gene-LINF_250024900	LR812958.1	706847	707695	-	849	149
gene-LINF_250025000	LR812958.1	710184	712727	-	2544	380
gene-LINF_250025100	LR812958.1	714610	717606	-	2997	522
gene-LINF_250025200	LR812958.1	720214	722118	-	1905	280
gene-LINF_250025300	LR812958.1	723169	724734	-	1566	262
gene-LINF_250025400	LR812958.1	725427	726734	-	1308	237
gene-LINF_250025600	LR812958.1	729042	729779	-	738	153
gene-LINF_250025700	LR812958.1	730783	731202	-	420	117
gene-LINF_250025800	LR812958.1	732147	732809	-	663	151
gene-LINF_250025900	LR812958.1	733489	734661	-	1173	187
gene-LINF_250026000	LR812958.1	735012	736052	-	1041	160
gene-LINF_250026100	LR812958.1	736820	738304	-	1485	277
gene-LINF_250026200	LR812958.1	739024	739719	-	696	160
gene-LINF_250026300	LR812958.1	740126	742117	-	1992	329
gene-LINF_250026400	LR812958.1	742952	746152	-	3201	523
gene-LINF_250026500	LR812958.1	747295	747633	-	339	98
gene-LINF_250026600	LR812958.1	748219	751407	-	3189	483
gene-LINF_250026700	LR812958.1	753086	757510	-	4425	674
gene-LINF_250026800	LR812958.1	759013	760755	-	1743	298
gene-LINF_250026900	LR812958.1	762392	766381	-	3990	575
gene-LINF_250027000	LR812958.1	768532	769371	-	840	156
gene-LINF_250027100	LR812958.1	770575	771492	-	918	144
gene-LINF_250027200	LR812958.1	772608	773708	-	1101	192
gene-LINF_250027300	LR812958.1	775702	776853	-	1152	199
gene-LINF_250027400	LR812958.1	778151	781285	-	3135	467
gene-LINF_250027500	LR812958.1	782335	783444	-	1110	208
gene-LINF_250027600	LR812958.1	784121	785749	-	1629	242
gene-LINF_250027700	LR812958.1	787129	789792	-	2664	366
gene-LINF_250027800	LR812958.1	790973	791443	-	471	93
gene-LINF_250027900	LR812958.1	792281	793162	-	882	173
gene-LINF_250028000	LR812958.1	793850	794854	-	1005	183
gene-LINF_250028100	LR812958.1	796069	797874	-	1806	281
gene-LINF_250028200	LR812958.1	799121	799759	-	639	114
gene-LINF_250028300	LR812958.1	800720	801619	-	900	202
gene-LINF_250028400	LR812958.1	804905	805804	-	900	213
gene-LINF_250028500	LR812958.1	807103	808317	-	1215	198
gene-LINF_250028600	LR812958.1	808812	809567	-	756	123
gene-LINF_250028700	LR812958.1	810027	810737	-	711	135
gene-LINF_250028800	LR812958.1	812101	813438	+	1338	153
gene-LINF_250028900	LR812958.1	813835	815628	+	1794	251
gene-LINF_250029000	LR812958.1	815967	817100	+	1134	177
gene-LINF_250029100	LR812958.1	817936	818868	+	933	163
gene-LINF_250029200	LR812958.1	820525	821838	+	1314	235
gene-LINF_250029300	LR812958.1	822721	824634	+	1914	267
gene-LINF_250029400	LR812958.1	825620	826612	+	993	147
gene-LINF_250029500	LR812958.1	827437	827949	+	513	113
gene-LINF_250029600	LR812958.1	828657	830255	+	1599	226
gene-LINF_250029700	LR812958.1	831151	831552	+	402	100
gene-LINF_250029800	LR812958.1	832853	833224	+	372	115
gene-LINF_250029900	LR812958.1	834357	835721	+	1365	200
gene-LINF_250030000	LR812958.1	837735	838718	+	984	167
gene-LINF_250030100	LR812958.1	840793	841683	+	891	123
gene-LINF_250030200	LR812958.1	842612	844603	+	1992	289
gene-LINF_250030300	LR812958.1	845599	847332	+	1734	271
gene-LINF_250030400	LR812958.1	848300	848737	+	438	101
gene-LINF_250030500	LR812958.1	849696	852209	+	2514	355
gene-LINF_250030600	LR812958.1	854370	855539	+	1170	171
gene-LINF_250030700	LR812958.1	858519	859613	+	1095	163
gene-LINF_250030800	LR812958.1	860891	862612	+	1722	246
gene-LINF_250030900	LR812958.1	863915	864619	+	705	95
gene-LINF_250031000	LR812958.1	865487	865876	+	390	78
gene-LINF_250031100	LR812958.1	867258	867464	+	207	49
gene-LINF_250031200	LR812958.1	869420	871579	+	2160	284
gene-LINF_250031300	LR812958.1	874475	875227	+	753	120
gene-LINF_250031400	LR812958.1	875895	878780	+	2886	345
gene-LINF_250031500	LR812958.1	880462	881247	+	786	127
gene-LINF_250031600	LR812958.1	882561	884078	+	1518	329
gene-LINF_250031700	LR812958.1	885242	885862	+	621	230
gene-LINF_250031800	LR812958.1	886709	887011	+	303	115
gene-LINF_250031900	LR812958.1	889281	890453	+	1173	275
gene-LINF_250032000	LR812958.1	890522	891367	+	846	144
gene-LINF_260005000	LR812959.1	1526	1801	-	276	205
gene-LINF_260005100	LR812959.1	2237	3325	-	1089	528
gene-LINF_260005200	LR812959.1	4525	4980	-	456	260
gene-LINF_260005300	LR812959.1	6206	9127	-	2922	1171
gene-LINF_260005400	LR812959.1	10190	11080	-	891	442
gene-LINF_260005500	LR812959.1	11865	12665	-	801	406
gene-LINF_260005600	LR812959.1	16212	17120	-	909	433
gene-LINF_260005700	LR812959.1	17508	18317	-	810	357
gene-LINF_260005800	LR812959.1	18991	19224	-	234	214
gene-LINF_260005900	LR812959.1	19718	20788	-	1071	502
gene-LINF_260006000	LR812959.1	21570	22238	-	669	390
gene-LINF_260006100	LR812959.1	25174	25407	-	234	203
gene-LINF_260006150	LR812959.1	25901	26971	-	1071	476
gene-LINF_260006200	LR812959.1	27752	28459	-	708	255
gene-LINF_260006300	LR812959.1	30720	31433	-	714	358
gene-LINF_260006400	LR812959.1	32196	33992	-	1797	810
gene-LINF_260006500	LR812959.1	37980	38852	-	873	399
gene-LINF_260006600	LR812959.1	44295	45053	-	759	301
gene-LINF_260006700	LR812959.1	46022	46780	-	759	513
gene-LINF_260006800	LR812959.1	48271	48756	-	486	271
gene-LINF_260006900	LR812959.1	49779	50633	-	855	443
gene-LINF_260007000	LR812959.1	51963	53183	-	1221	528
gene-LINF_260007100	LR812959.1	54269	55390	-	1122	557
gene-LINF_260007200	LR812959.1	55995	56939	-	945	421
gene-LINF_260007300	LR812959.1	58455	59591	-	1137	552
gene-LINF_260007400	LR812959.1	60682	61230	-	549	302
gene-LINF_260007500	LR812959.1	62026	65409	-	3384	1339
gene-LINF_260007600	LR812959.1	65908	67740	-	1833	758
gene-LINF_260007700	LR812959.1	68841	70334	-	1494	655
gene-LINF_260007800	LR812959.1	71433	72041	-	609	306
gene-LINF_260007900	LR812959.1	73288	74103	-	816	450
gene-LINF_260008000	LR812959.1	74872	77523	-	2652	1167
gene-LINF_260008100	LR812959.1	78412	80415	-	2004	903
gene-LINF_260008200	LR812959.1	81234	82130	-	897	473
gene-LINF_260008300	LR812959.1	83835	85181	-	1347	655
gene-LINF_260008400	LR812959.1	86602	87630	-	1029	523
gene-LINF_260008500	LR812959.1	88852	91611	-	2760	1097
gene-LINF_260008600	LR812959.1	92588	98068	-	5481	2204
gene-LINF_260008700	LR812959.1	99016	101577	-	2562	1121
gene-LINF_260008800	LR812959.1	104017	104820	-	804	403
gene-LINF_260008900	LR812959.1	105615	107147	-	1533	712
gene-LINF_260009000	LR812959.1	107656	109347	-	1692	824
gene-LINF_260009100	LR812959.1	110217	110519	-	303	225
gene-LINF_260009200	LR812959.1	112991	115081	-	2091	891
gene-LINF_260009300	LR812959.1	116305	117231	-	927	510
gene-LINF_260009400	LR812959.1	118490	119488	-	999	490
gene-LINF_260009500	LR812959.1	120410	121762	-	1353	608
gene-LINF_260009600	LR812959.1	123269	123589	-	321	288
gene-LINF_260009700	LR812959.1	124664	127621	-	2958	1329
gene-LINF_260009800	LR812959.1	129280	130260	-	981	479
gene-LINF_260009900	LR812959.1	131835	133634	-	1800	838
gene-LINF_260010000	LR812959.1	135215	136504	-	1290	594
gene-LINF_260010100	LR812959.1	138702	139037	-	336	259
gene-LINF_260010200	LR812959.1	139214	139438	-	225	188
gene-LINF_260010300	LR812959.1	139652	140092	-	441	320
gene-LINF_260010400	LR812959.1	141730	145197	-	3468	1498
gene-LINF_260010500	LR812959.1	146708	148324	-	1617	814
gene-LINF_260010600	LR812959.1	149588	151696	-	2109	1045
gene-LINF_260010700	LR812959.1	152766	153218	-	453	293
gene-LINF_260010800	LR812959.1	154098	155834	-	1737	905
gene-LINF_260010900	LR812959.1	159902	161917	-	2016	1055
gene-LINF_260011000	LR812959.1	162554	163552	-	999	540
gene-LINF_260011100	LR812959.1	165048	166235	-	1188	562
gene-LINF_260011200	LR812959.1	168052	168354	-	303	217
gene-LINF_260011300	LR812959.1	169811	171055	-	1245	620
gene-LINF_260011400	LR812959.1	173192	173494	-	303	210
gene-LINF_260011500	LR812959.1	174434	178807	-	4374	1951
gene-LINF_260011600	LR812959.1	180397	181530	-	1134	506
gene-LINF_260011800	LR812959.1	184147	184824	-	678	341
gene-LINF_260011900	LR812959.1	186111	186863	-	753	396
gene-LINF_260012000	LR812959.1	187824	189356	-	1533	699
gene-LINF_260012100	LR812959.1	191437	194244	-	2808	1345
gene-LINF_260012200	LR812959.1	196264	199536	-	3273	1616
gene-LINF_260012300	LR812959.1	200544	206660	-	6117	2572
gene-LINF_260012400	LR812959.1	211471	214002	-	2532	1135
gene-LINF_260012500	LR812959.1	215261	220498	-	5238	2280
gene-LINF_260012600	LR812959.1	221305	221781	-	477	292
gene-LINF_260012700	LR812959.1	222577	224211	-	1635	676
gene-LINF_260012800	LR812959.1	226144	226608	-	465	270
gene-LINF_260012900	LR812959.1	227215	227613	-	399	285
gene-LINF_260013000	LR812959.1	229965	230516	-	552	346
gene-LINF_260013100	LR812959.1	232215	232739	-	525	312
gene-LINF_260013200	LR812959.1	236264	237325	-	1062	496
gene-LINF_260013300	LR812959.1	238205	241042	-	2838	1287
gene-LINF_260013400	LR812959.1	241992	242957	-	966	520
gene-LINF_260013500	LR812959.1	244219	247200	-	2982	1368
gene-LINF_260013600	LR812959.1	249013	251442	-	2430	1035
gene-LINF_260013700	LR812959.1	253185	253634	-	450	271
gene-LINF_260013800	LR812959.1	254721	255170	-	450	282
gene-LINF_260013900	LR812959.1	256347	259181	-	2835	1390
gene-LINF_260014000	LR812959.1	260406	261611	-	1206	612
gene-LINF_260014100	LR812959.1	262378	262893	-	516	356
gene-LINF_260014200	LR812959.1	263991	266060	-	2070	956
gene-LINF_260014300	LR812959.1	267758	270289	-	2532	1027
gene-LINF_260014400	LR812959.1	272115	273956	-	1842	858
gene-LINF_260014600	LR812959.1	281673	283364	-	1692	777
gene-LINF_260014700	LR812959.1	286630	290604	-	3975	1795
gene-LINF_260014800	LR812959.1	295176	296948	-	1773	893
gene-LINF_260014900	LR812959.1	297708	298721	-	1014	512
gene-LINF_260015000	LR812959.1	300551	301783	-	1233	536
gene-LINF_260015100	LR812959.1	302203	302400	-	198	207
gene-LINF_260015200	LR812959.1	303869	316000	+	12132	4961
gene-LINF_260015300	LR812959.1	317446	319752	+	2307	1051
gene-LINF_260015400	LR812959.1	321289	322938	+	1650	810
gene-LINF_260015500	LR812959.1	325257	325784	+	528	357
gene-LINF_260015600	LR812959.1	327305	328291	+	987	539
gene-LINF_260015700	LR812959.1	328936	330624	+	1689	965
gene-LINF_260015800	LR812959.1	331787	337567	+	5781	2477
gene-LINF_260015900	LR812959.1	338491	339777	+	1287	651
gene-LINF_260016000	LR812959.1	340540	340920	+	381	312
gene-LINF_260016100	LR812959.1	343774	356142	+	12369	5362
gene-LINF_260016200	LR812959.1	357271	358671	+	1401	760
gene-LINF_260016300	LR812959.1	360363	365549	+	5187	2219
gene-LINF_260016400	LR812959.1	367906	369525	+	1620	814
gene-LINF_260016500	LR812959.1	370661	373015	+	2355	1166
gene-LINF_260016600	LR812959.1	373710	376640	+	2931	1521
gene-LINF_260016700	LR812959.1	377379	378965	+	1587	862
gene-LINF_260016800	LR812959.1	379791	381842	+	2052	995
gene-LINF_260016900	LR812959.1	383456	388741	+	5286	2380
gene-LINF_260017000	LR812959.1	389556	391514	+	1959	941
gene-LINF_260017100	LR812959.1	392379	393620	+	1242	631
gene-LINF_260017200	LR812959.1	394291	396297	+	2007	1014
gene-LINF_260017300	LR812959.1	397981	407310	+	9330	4153
gene-LINF_260017400	LR812959.1	408090	410015	+	1926	895
gene-LINF_260017500	LR812959.1	412482	414578	+	2097	968
gene-LINF_260017600	LR812959.1	421254	425147	+	3894	1783
gene-LINF_260017700	LR812959.1	426022	428718	+	2697	1301
gene-LINF_260017800	LR812959.1	430712	434002	+	3291	1509
gene-LINF_260017900	LR812959.1	434677	436449	+	1773	848
gene-LINF_260018000	LR812959.1	437211	440786	+	3576	1632
gene-LINF_260018100	LR812959.1	442458	443486	+	1029	578
gene-LINF_260018200	LR812959.1	445112	445948	+	837	500
gene-LINF_260018300	LR812959.1	446953	448188	+	1236	684
gene-LINF_260018400	LR812959.1	449749	451641	+	1893	911
gene-LINF_260018500	LR812959.1	453842	455143	+	1302	672
gene-LINF_260018600	LR812959.1	456141	457958	+	1818	956
gene-LINF_260018700	LR812959.1	459005	461722	+	2718	1273
gene-LINF_260018800	LR812959.1	462599	463183	+	585	350
gene-LINF_260018900	LR812959.1	464457	467813	+	3357	1533
gene-LINF_260019000	LR812959.1	469972	471717	+	1746	861
gene-LINF_260019100	LR812959.1	473273	474883	+	1611	775
gene-LINF_260019200	LR812959.1	477442	484707	+	7266	3204
gene-LINF_260019300	LR812959.1	487605	491051	+	3447	1620
gene-LINF_260019400	LR812959.1	498156	500504	+	2349	1135
gene-LINF_260019500	LR812959.1	505140	509264	+	4125	1879
gene-LINF_260019600	LR812959.1	514370	515386	+	1017	519
gene-LINF_260019700	LR812959.1	517192	519369	+	2178	1031
gene-LINF_260019800	LR812959.1	520189	523248	+	3060	1424
gene-LINF_260019900	LR812959.1	524847	526814	+	1968	1023
gene-LINF_260020000	LR812959.1	531952	532362	+	411	290
gene-LINF_260020100	LR812959.1	538078	542784	+	4707	2260
gene-LINF_260020200	LR812959.1	544909	546114	+	1206	593
gene-LINF_260020300	LR812959.1	546962	547627	+	666	422
gene-LINF_260020400	LR812959.1	549525	550718	+	1194	621
gene-LINF_260020500	LR812959.1	552173	554353	+	2181	1040
gene-LINF_260020600	LR812959.1	556990	562605	+	5616	2450
gene-LINF_260020700	LR812959.1	567086	569143	+	2058	965
gene-LINF_260020800	LR812959.1	570721	572481	+	1761	868
gene-LINF_260020900	LR812959.1	573772	574407	+	636	356
gene-LINF_260021000	LR812959.1	577855	579861	+	2007	1024
gene-LINF_260021100	LR812959.1	581036	582721	+	1686	779
gene-LINF_260021200	LR812959.1	587448	588743	+	1296	694
gene-LINF_260021300	LR812959.1	589907	590170	+	264	195
gene-LINF_260021400	LR812959.1	590844	591107	+	264	97
gene-LINF_260021500	LR812959.1	591781	592044	+	264	167
gene-LINF_260021600	LR812959.1	592862	593848	+	987	562
gene-LINF_260021700	LR812959.1	594679	596490	+	1812	908
gene-LINF_260021800	LR812959.1	596896	597486	+	591	381
gene-LINF_260021900	LR812959.1	603340	604314	+	975	495
gene-LINF_260022000	LR812959.1	605836	606810	+	975	446
gene-LINF_260022100	LR812959.1	608332	609342	+	1011	486
gene-LINF_260022200	LR812959.1	609979	610569	+	591	341
gene-LINF_260022300	LR812959.1	612504	614624	+	2121	1115
gene-LINF_260022400	LR812959.1	615851	618928	+	3078	1335
gene-LINF_260022500	LR812959.1	623518	625530	+	2013	966
gene-LINF_260022600	LR812959.1	626595	628145	+	1551	788
gene-LINF_260022700	LR812959.1	628837	630264	+	1428	727
gene-LINF_260022800	LR812959.1	631245	631565	+	321	258
gene-LINF_260022900	LR812959.1	632552	633697	+	1146	574
gene-LINF_260023000	LR812959.1	634425	635063	+	639	416
gene-LINF_260023100	LR812959.1	645720	646709	+	990	535
gene-LINF_260023200	LR812959.1	647817	656135	+	8319	3958
gene-LINF_260023300	LR812959.1	656978	657832	+	855	518
gene-LINF_260023400	LR812959.1	660212	661708	+	1497	794
gene-LINF_260023500	LR812959.1	667446	674396	+	6951	3140
gene-LINF_260023600	LR812959.1	675784	678408	+	2625	1238
gene-LINF_260023700	LR812959.1	680070	683033	+	2964	1417
gene-LINF_260023800	LR812959.1	684483	685739	+	1257	679
gene-LINF_260023900	LR812959.1	686937	688583	+	1647	823
gene-LINF_260024000	LR812959.1	692334	700223	+	7890	3517
gene-LINF_260024100	LR812959.1	701161	703365	+	2205	1044
gene-LINF_260024200	LR812959.1	707969	708922	+	954	595
gene-LINF_260024300	LR812959.1	710103	713771	+	3669	1577
gene-LINF_260024400	LR812959.1	715101	716081	+	981	635
gene-LINF_260024500	LR812959.1	718069	718986	+	918	472
gene-LINF_260024600	LR812959.1	720277	725718	+	5442	2316
gene-LINF_260024700	LR812959.1	727397	728422	+	1026	575
gene-LINF_260024800	LR812959.1	731856	739454	+	7599	3221
gene-LINF_260024900	LR812959.1	741456	743867	+	2412	1197
gene-LINF_260025000	LR812959.1	748951	750249	+	1299	659
gene-LINF_260025100	LR812959.1	751035	751655	+	621	432
gene-LINF_260025200	LR812959.1	756734	757414	+	681	417
gene-LINF_260025300	LR812959.1	759880	760929	+	1050	606
gene-LINF_260025400	LR812959.1	762257	764440	+	2184	1079
gene-LINF_260025500	LR812959.1	765281	765565	+	285	241
gene-LINF_260025600	LR812959.1	766393	768660	+	2268	987
gene-LINF_260025700	LR812959.1	769556	770662	+	1107	587
gene-LINF_260025800	LR812959.1	772005	774686	+	2682	1291
gene-LINF_260025900	LR812959.1	777231	780548	+	3318	1489
gene-LINF_260026000	LR812959.1	781822	785889	+	4068	1815
gene-LINF_260026100	LR812959.1	789113	790063	+	951	495
gene-LINF_260026200	LR812959.1	794869	795210	+	342	266
gene-LINF_260026300	LR812959.1	798898	801948	+	3051	1433
gene-LINF_260026400	LR812959.1	808036	813342	+	5307	2443
gene-LINF_260026500	LR812959.1	815553	827831	+	12279	5464
gene-LINF_260026600	LR812959.1	828446	829213	+	768	473
gene-LINF_260026700	LR812959.1	830148	830489	+	342	278
gene-LINF_260026800	LR812959.1	831682	833358	+	1677	798
gene-LINF_260026900	LR812959.1	835788	842558	+	6771	2827
gene-LINF_260027000	LR812959.1	847092	850373	+	3282	3197
gene-LINF_260027100	LR812959.1	852519	857204	+	4686	2094
gene-LINF_260027200	LR812959.1	857912	859126	+	1215	530
gene-LINF_260027300	LR812959.1	860423	860797	+	375	297
gene-LINF_260027400	LR812959.1	861876	863471	+	1596	708
gene-LINF_260027500	LR812959.1	865036	867696	+	2661	1279
gene-LINF_260027600	LR812959.1	868458	868709	+	252	227
gene-LINF_260027700	LR812959.1	869739	871088	+	1350	696
gene-LINF_260027800	LR812959.1	871899	873305	+	1407	676
gene-LINF_260027900	LR812959.1	874547	877024	+	2478	1157
gene-LINF_260028000	LR812959.1	878663	880882	+	2220	1016
gene-LINF_260028100	LR812959.1	882108	882911	+	804	439
gene-LINF_260028200	LR812959.1	884790	885629	+	840	415
gene-LINF_260028300	LR812959.1	886151	887368	+	1218	574
gene-LINF_260028400	LR812959.1	888123	891848	+	3726	1475
gene-LINF_260028500	LR812959.1	893097	893459	+	363	245
gene-LINF_260028600	LR812959.1	895264	896109	+	846	488
gene-LINF_260028700	LR812959.1	897167	899356	+	2190	1028
gene-LINF_260028800	LR812959.1	900595	900978	+	384	267
gene-LINF_260028900	LR812959.1	902232	902615	+	384	299
gene-LINF_260029000	LR812959.1	903812	906397	+	2586	1211
gene-LINF_260029100	LR812959.1	907462	909510	+	2049	924
gene-LINF_260029200	LR812959.1	911956	923910	+	11955	4966
gene-LINF_260029300	LR812959.1	925058	940366	+	15309	6224
gene-LINF_260029400	LR812959.1	942914	945691	+	2778	1250
gene-LINF_260029500	LR812959.1	946177	946860	+	684	366
gene-LINF_260029600	LR812959.1	947599	948927	+	1329	612
gene-LINF_260029700	LR812959.1	950312	952246	+	1935	828
gene-LINF_260029800	LR812959.1	953976	954413	+	438	251
gene-LINF_260029900	LR812959.1	954522	954851	+	330	243
gene-LINF_260030000	LR812959.1	957074	960205	+	3132	1354
gene-LINF_260030100	LR812959.1	960880	961545	+	666	426
gene-LINF_260030200	LR812959.1	962217	963545	+	1329	683
gene-LINF_260030300	LR812959.1	964397	964759	+	363	314
